chu_lemma|orv_lemma|pos|lcs_lemma|pre_jot|morph_replace|PV2/3|doublet|stem1|stem2|conj_type|noun_verb|loan_place|non_assim|eng_trans|etym_disc|bad_etym|loan_source|clitic|automatched
самарѣнꙑни||Nb|samarěnyńi|samarěnynji||||||fem_ji|2|25||woman-Samaritan|it's very difficult to tell with foreign words ending on /r, l, n/ whether the 'citizen' suffix is *-jǢninъ or *-ěninъ; Russian славянин must be a later assimilation of *slověninъ to a generalised *-aninъ suffix after the rise of /v'/, because there's no epenthetic /ĺ/, so *-ěninъ must have been the base suffix which became *-Ǣninъ when a /j/ intervened, as in *gorђǢninъ etc.||||
почрьпало||Nb|počŕ̥padlo|||||||nt_o|2|||||1|||
глѫбокъ|глубокыи|A-|glǫbokъ|||||||adj_hard|2||||Pol. głęboki||||orv
почрьпати|почьрпати|V-|počŕ̥pati|||||||54|1||||||||orv
поклоньникъ||Nb|poklonьnikъ|||||||masc_o|2||||||||
тъгдажде|тъгдаже|Df|tъgъdaђe|tъgъdadje|||||||0||||||||orv
плавъ|половыи|A-|polvъ|||||||adj_hard|2|||golden, light yellow|cognate with Germ. fahl <*falwaz, root also of Old Rus. word for Kipchaks ‘половьци’||||orv
истовъ|истовыи|A-|jьstovъ|||||||adj_hard|2||||||||orv
кꙑи|кыи|Pr|kъjь|||||||kъjь|2|||which, what kind of|See Diels 1963 p.211||||orv
соулѣе||Df|sulěje||||||||0|||better|||||
вьчера|вьчера|Df|vьčera||||||||0||||has the original o-stem Isg. ending (says Kortlandt)||||orv
кѫпѣль|купѣль|Nb|kǫpělь|||||||fem_i|2||||||||orv
евреискꙑ||Df|jevrejьsky||||jevrějьsky||||0|25||in Hebrew|does this mean that по-руски is an old short-form Ipl. adjective?||Ἑβραϊστὶ||
витезда||Ne|vitezda|||||||fem_a|2|25|||||Βηθεσδά < בית חסדא .||
притворъ|притворъ|Nb|pritvorъ|||||||masc_o|2|||narthex|||||orv
движениѥ|движение|Nb|dviženьje|||||||nt_jo|2||||||||orv
възмѫщати||V-|vъzmǫћǢti|vъzmǫtjǢti||||||54|1||||||||
вълазити|вълазити|V-|vъlaziti|||||||40|1||||||||orv
възмѫтити|възмутити|V-|vъzmǫtiti|||||||40|1||||||||orv
оуклонити|уклонити|V-|ukloniti|||||||40|1|||incline towards|||||orv
свьтѣниѥ||Nb|svьtěnьje|||||||nt_jo|2||||||||
никъдеже||Df|nikъdeže||||||||0||||||||
тивериꙗдьскъ||A-|tiverьjǢdьskъ|||||||adj_hard|2|25|W||||Τιβεριάδος < טְבֶרְיָה‎ .||
аньдреи||Ne|anьdrejь||||anьdrějь|||masc_jo_foreign|2|25|W||||Ἀνδρέας||
ѩчьнъ|ячьныи|A-|jęčьnъ|||||||adj_hard|2|||barley|||||orv
селикъ||Pd|selikъ|||||||pron_hard|2|||such, so much (proximal)|||||
въсхꙑтити|въсхытити|V-|vъsxytiti|||||||40|1||||||||orv
дꙑхати|дыхати|V-|dyxati|||||||54|1||||||||orv
грети|грети|V-|greti|||||greb|greb|11|1||||||||orv
тивериꙗ||Ne|tiverьjǢda|||||||fem_a|2|25|W||||Τιβεριάδος < טְבֶרְיָה‎ .||
манъна||Nb|manъna|||||||fem_a|2|25|W|manna [from heaven]|||μάννα < מָן‎ .||
животьнъ|животьныи|A-|životьnъ|||||||adj_hard|2||||||||orv
пьрѣти|пьрѣти|V-|pьrěti|||||||31|1|||contradict, dispute, have an argument|||||orv
пиво|пиво|Nb|pivo|||||||nt_o|2||||||||orv
живлꙗти||V-|živĺǢti|živjǢti||||||54|1|||give life to|||||
скинопигиꙗ||Nb|sḱinopiǵijǢ|||||||fem_ja|2|2|W|the feast of Tabernacles|||σκηνοπηγία||
таи|таи|Df|taji||||||||0|||in secret, hidden, silently|I’m gonna assume that this is a fossilised jo-stem locative of a noun *tajь so recosntruct a final -i (like *avě ‘in the open’ which it is often contrasted with)|1|||orv
ръпътъ||Nb|rъpъtъ|||||||masc_o|2|||murmur, grumble, stir, grumblings|Vasmer assumes two onomatopeic roots *ropot- and *rъpъt-, which would explain Bg. ропот and the lack of **рпот in Ru., but the OCS spellings with jers esp. Mar. ръптъ are best explained by a *rъpъt- root.||||
льстити|льстити|V-|lьstiti|||||||40|1||||||||orv
прѣполовлѥниѥ|прѣполовление|Nb|perpolovĺenьje|perpolovjenьje||||||nt_jo|2|||halfway point, half (also name of some Jewish feast-day)|||||orv
обрѣзаниѥ|обрѣзание|Nb|obrězanьje|||||||nt_jo|2|||circumcision|||||orv
обрѣзати#2|обрѣзати|V-|obrězati|||||||54|1|||circumcise|||||orv
поискати|поискати|V-|pojьskati|||||||iskati|1||||||||orv
расѣꙗниѥ||Nb|orssějǢnьje|||||||nt_jo|2||||||||
истещи|истещи|V-|jьsteћi|jьstekti||||jьstek|jьstek|11|1||||||||orv
распьрꙗ|распьря|Nb|orspьŕǢ|||||||fem_ja|2||||||||orv
оугодьнъ|угодьныи|A-|ugodьnъ|||||||adj_hard|2||||||||orv
свободити|свободити|V-|svoboditi|||||||40|1||||||||orv
свободь||A-|svobodь||||||||0||||indeclinable adjective||||
чловѣкооубииць||Nb|čьlověkoubьjьkь||čьlověkoubьjьkъ|čьlověkoubьjьcь||||masc_o_PV3|2||||I reconstruct the o-stem version with *ьkь and the a-stem with *ika but there isn’t a lot of justification for this; a lot depends also on whether I’m correct in taking the stems as *bьj-, *pьj- etc. rather than *bij-|1|||
брьниѥ||Nb|bŕ̥nьje|||||||nt_jo|2||||Vasmer says that some bloke found loads of бьрние spellings in the Ukr. Izbornik 1073 and the Archangelsk Evangelie,, and so he prefers *bŕ̥nьje, and thinks that Ru. брение is a literary borrowing from the OCS spelling|1|||
плиновениѥ||Nb|plinovenьje|||||||nt_jo|2||||||||
силоуамль||A-|siluamĺь|siluamjь||||||adj_soft|2|25|W||||Σιλωὰμ||
иногда|иногда|Df|jьnъgъda||||||||0|||once, before, at another time|||||orv
сиць||Pd|sikь||sikъ|sicь||||vьxь|2||||||||
въздрастъ||Nb|vъzorstъ|||||||masc_o|2||||||||
съложити|съложити|V-|sъložiti|||||||40|1||||||||orv
богочьтьць||Nb|bogočьtьkь||bogočьtьkъ|bogočьtьcь||||masc_o_PV3|2||||||||
прѣлазити||V-|perlaziti|||||||40|1||||||||
инѫдоу||Df|jьnǫdu||||||||0|||elsewhere, another way|||||
двьрьникъ||Nb|dvьrьnikъ|||||||masc_o|2|||doorman|||||
пажить|пажить|Nb|pažitь|||||||fem_i|2|||meadow, pasture|||||orv
распѫдити|распудити|V-|orspǫditi|||||||40|1|||disperse, drive asunder, scatter abroad|Pol. rozpędzić||||orv
енкениꙗ||Nb|enḱenije|||||||nt_jo|2|2|W|'Feast of Dedication’ (?)||1|ἐνκαίνια||
богъ||Pd|bogъ|||||||masc_o|2||||||||
иждеже||Dq|jьђeže|jьdježe|||||||0|||където|ESSJa and Derksen mention only *jьde(že), so I have no choice but to view this form as a version of that secondarily extended by a -j- infix, i.e. *jьђeže < *jьd-j-eže (with the same meaning of 'където'). That it never occurs as **ижьде counterindicates a *žьd reconstruction, which leaves us only *ђ from which to get OCS /žd/. Without a WSl. cognate with /z/ or /ʒ/ this is purely speculation.|1|||
потъкнѫти|потъкнути|V-|potъknǫti|||||||21|1||||||||orv
оусъпениѥ|усъпение|Nb|usъpenьje|||||||nt_jo|2||||||||orv
близньць||Ne|bliznьkь||bliznьkъ|bliznьcь||||masc_o_PV3|2||||||||
оутѣшити|утѣшити|V-|utěšiti|||||||40|1|||comfort, console|||||orv
дома|дома|Df|doma||||||||0|||at home|||||orv
просльзити|просльзити|V-|proslьziti|||||||40|1||||||||orv
смрьдѣти||V-|smŕ̥děti|||||||31|1|||stink, reek|||||
четврѣдьневьнъ||A-|četvrědьnevьnъ|||||||adj_hard|2|||[dead] for four days|I don’t understand the derivational morphology of this word; the *-evьnъ suffix in particular is suspicious because if it is indeed *-ev- it can only come from the ju-stem endings, and the word *dьnь contains no soft consonants||||
вꙑспрь||Df|vъjьsprь||||||||0|||up, upwards|I choose to put an initial *vъ + *jьs- because it’s one of those directional adverbs; Vasmer also mentions a theory that it is related to *vys- in *vysokъ. The *prь he connects to the 5.1(abl) pьrati verb ‘soar, glide’|1|||
оукрои||Nb|ukrojь|||||||masc_jo|2|||death shroud, cloth they wrap dead bodies in|||||
римлꙗнинъ|римлянинъ|Nb|rimĺǢninъ|rimjǢninъ||||||masc_anin|2|12||Roman/Latin person|||||orv
ефремъ||Ne|efremъ|||||||masc_o|2|25|W||||Ἐφραὶμ < אֶפְרָיִם .||
литра|литра|Nb|litra|||||||fem_a|2|2||small silver coin|||λίτρα||orv
нардъ||Nb|narъdъ|||||||masc_o|2|2|W||||νάρδος||
вонꙗ|воня|Nb|vońǢ|vonjǢ||||||fem_ja|2||||||||orv
скриница||Nb|skrinika|||skrinica||||fem_a_PV3|2|13||moneybox, (small) treasure chest|||OHG skrīni < Latin scrīnium (>Eng. shrine)||
финикъ||Nb|finikъ||||finikъsъ|||masc_o|2|2|W|palm tree|||φοινίκων, φοῖνῐξ||
осьль|осьлии|A-|osьĺь|osьljь||||||adj_soft|2|||of a donkey, ass’s|||||orv
пьшеничьнъ|пьшеничьныи|A-|pьšeničьnъ|||||||adj_hard|2|||wheat-|||||orv
громъ|громъ|Nb|gromъ|||||||masc_o|2|||thunder|||||orv
клепати|клепати|V-|klepati|||||||52|1|||indicate, gesture|||||orv
ослѣпити||V-|oslěpiti|||||||40|1||||||||
лентии||Nb|lentijь|||||||masc_jo|2|2||linen towel||1|λέντιον||
вълити||V-|vъliti|||||||17|1||||||||
оумꙑвальница||Nb|umyvalьnika|||umyvalьnica||||fem_a_PV3|2|||wash basin|if this is a diminutive of *umyvadlo then it should have *dl in it|1|||
оумꙑвати|умывати|V-|umyvati|||||||54|1||||||||orv
измꙑти|измыти|V-|jьzmyti|||||||18|1||||||||orv
прѣльщениѥ|прѣльщение|Nb|perlьšћenьje|perlьstjenьje||||||nt_jo|2|||scamming, trickery, deceit|||||orv
съзирати|съзирати|V-|sъzirati|||||||54|1||||||||orv
чѧдьце||Nb|čędьke||čędьko|čędьce||||nt_o_PV3|2||||||||
съмѫщати|съмущати|V-|sъmǫћǢti|sъmǫtjǢti||||||54|1||||||||orv
ꙗможе||Df|amože||||||||0||||||||
параклитъ|параклитъ|Nb|paraklitъ|||||||masc_o|2|2|||||Παράκλητος ||orv
сиръ|сирыи|A-|sirъ|||||||adj_hard|2|||orphaned|||||orv
оустрашати|устрашати|V-|ustrašǢti|||||||54|1||||||||orv
лоза|лоза|Nb|loza|||||||fem_a|2|||vine|||||orv
розга||Nb|orzga|||||||fem_a|2|||sprig, shoot|In light of раждиѥ we have to reconstruct *orzga rather than *rozga; the spelling разга does occur once each in Mar. and Zogr., but the розга spellings are problematic because OCS should have *raz- here regardless of accent. раждиѥ can't be explained any other way than *orzgьje > (PV1) *oržǯьje > OCS raždьje (ESSJa's *orzgje is either a typo or just wrong; we don't need jotation just a front-vowel)||||
отрѣбити||V-|oterbiti|||||||40|1||||there's apparently a Rus. verb теребить and Old Rus. тереба||||
раждиѥ||Nb|oržǯьje|||||||nt_jo|2|||branches|has to be collective suffix on *orzga: *orzg-ьje > *oržǯьje (ESSJa's *orzgje is either a typo or just wrong; we don't need jotation just a front-vowel); ESSJa cites an Old Rus. рожчье which has the Ukr. reflex of *žǯ; cf. also Pol. różdżka <*rozgьka 'wand'||||
вълагати|вълагати|V-|vъlagati|||||||54|1||||||||orv
съгарати||V-|sъgarati|||||||54|1||||lengthened grade secondary imperfective of the *gor- root||||
спꙑти||Df|spyti||||||||0|||unjustifiably, for no reason|||||
наставити|наставити|V-|nastaviti|||||||40|1||||||||orv
раждати|ражати|V-|raђǢti|radjǢti||||||54|1||||||||orv
погꙑбѣльнъ|погыбѣльныи|A-|pogybělьnъ|||||||adj_hard|2||||||||orv
потокъ|потокъ|Nb|potokъ|||||||masc_o|2|||stream|||||orv
кедрьскъ||A-|ḱedrьskъ|||||||adj_hard|2|25|W||||Κέδρων < קדרון .||
врьтъ||Nb|vŕ̥tъ|||||||masc_o|2|1||garden|if *vŕ̥togordъ is from the Gmc. ancestor of 'orchard', Goth. aurtigards, *(w)urtigardaz, then this must be its first element, Gmc. for 'plant, herb', Engl. wort, Germ. Wurzel 'root'||Gmc. *wurtiz, Goth. *waurts ?||
свѣтило|свѣтило|Nb|světidlo|||||||nt_o|2||||||||orv
назареи||Nb|nazarějь||||nazarejь|||masc_jo_foreign|2|25|W||||Ναζωραῖος||
мальхъ||Ne|malъxъ|||||||masc_o|2|25|W||||Μάλχος||
вънисти||V-|vъnisti|||||||ьz|1||||||||
ножьницѧ||Nb|nožьnika|||nožьnica||||fem_a_PV3|2||||||||
тьсть|тьсть|Nb|tьstь|||||||masc_i|2|||father-in-law|||||orv
тети|тети|V-|teti|||||tep|tep|11|1|||whip, beat|||||orv
прапрѫдьнъ||A-|praprǫdьnъ||||perprǫdьnъ|||adj_hard|2|||made of expensive purple cloth (sign of being a Roman Emperor); 'Emperor'-purple|Vasmer links it with the 'spin' root in *pręd-ti; Wiktionary's derivation straight from the Greek πορφυροῦν would appear to be a load of total bollocks, but the first syllable borrowed into CS as *porp- may have had an influence||||
изводити|изводити|V-|jьzvoditi|||||||40|1||||||||orv
литострата||Ne|litostrota||||litostrata|||fem_a|2|2|||whether or not this is borrowed with /a/ or /o/ for the Gk. long /o/ has importnat implications for the realisations of /o, a/ in CS and early OCS||Λιθόστρωτον||
гаввата||Ne|gavъvata||||||||0|25|W||||Γαββαθα < גבתא .||
сѫдоу||Df|sǫdu||||||||0||||||||
овѫдоу||Df|ovǫdu||||||||0||||||||
титьлъ||Nb|titьlъ|||||||masc_o|2|2|||||τίτλος||
грьчьскꙑ||Df|grьčьsky||||||||0|32||in Greek (fossilised Ipl.)|||||
латиньскꙑ||Df|latinьsky||||||||0|3||in Latin (fossilised Ipl.)|||||
хитонъ||Nb|x́itonъ|||||||masc_o|2|2|W|tunic|||χιτών||
шьвенъ||A-|šьvenъ|||||||adj_hard|2||||the /v/ here is proof that the root-vowel of the word was originally ECS *u (*sju, cognate to Goth. siujan) so it conguated like *kryti instead of *piti; only via Umlaut did the root-vocalism front to /i, ь/, but by then the PPP *sjuwen- had been phonologised as /sjuven-/, as opposed to /bijen-/ from *biti||||
истъкати|истъкати|V-|jьstъkati|||||||51|1||||||||orv
прѣдьрати||V-|perdьrati|||||||51_abl|1||||||||
матизмъ||Nb|matizmъ|||||||masc_o|2|2||clothes|||ἱματισμός||
клеоповъ||A-|klejopovъ|||||||adj_hard|2|2|W||||Κλεοπᾶς||
ѵсопъ||Nb|üsopъ|||||||masc_o|2|2|W||||ὕσσωπος ||
придѣти||V-|priděti|||||||dedj|1||||||||
прѣклонити|прѣклонити|V-|perkloniti|||||||40|1||||||||orv
прѣбити|перебити|V-|perbiti|||||||17|1||||||||orv
голѣнь||Nb|golěnь|||||||fem_i|2|||shin|||||
копии||Nb|kopьjь|||||||masc_jo|2||||||||
съмѣшениѥ|съмѣшение|Nb|sъměšenьje|||||||nt_jo|2|||mixture|||||orv
змѵрьнъ||A-|zmürьnъ|||||||adj_hard|2|2|W|||1|σμύρνης||
алгоуинъ||A-|alъguinъ|||||||adj_hard|2|2|W||||ἀλόης ||
погрѣбати||V-|pogrěbati|||||||54|1||||||||
сѵдарь||Nb|südaŕь|südarjь||||||masc_jo|2|2|W|facecloth|||σουδάριον||
особь|особь|Df|osobь||||||||0|||on its own, separately|||||orv
съвити|съвити|V-|sъviti|||||||17|1||||||||orv
врьтоградарь||Nb|vŕ̥togordaŕь|vŕ̥togordarjь||||||masc_ar|2|1||gardener|allegedly from the Gmc. ancestor of 'orchard', Goth. aurtigards, *(w)urtigardaz; the first element would be ancestor of Eng. wort, Germ. Wurz[el]||allegedly from the Gmc. ancestor of 'orchard', Goth. aurtigards, *(w)urtigardaz; the first element would be ancestor of Eng. wort, Germ. Wurz[el]||
доунѫти|дунути|V-|dunǫti|||||||22|1||||||||orv
близньць||Nb|bliznьkь||bliznьkъ|bliznьcь||||masc_o_PV3|2||||||||
гвоздиинъ||A-|gvozdьjьnъ|||||||adj_hard|2|||from nails, nail-|||||
епеньдитъ||Nb|epenьditъ|||||||masc_o|2|2|W||||ἐπενδύτην||
влѣщи|волочи|V-|velћi|||||vĺ̥k|velk|15|1||||||||orv
протръгнѫти||V-|protr̥gnǫti|||||||21|1|||tear, rip, have a hole rip through it|||||
шѧтати|шатати|V-|šętati|||||||54|1||||||||orv
прѣдъстати|прѣдъстати|V-|perdъstati|||||||stati|1||||||||orv
одрьжаниѥ||Nb|odŕ̥žǢnьje|||||||nt_jo|2||||||||
оупасти||V-|upasti|||||upas|upas|11|1|||graze, pasture; gain control of, rule|||||
палица|палица|Nb|palika|||palica||||fem_a_PV3|2|||staff (stick)|||||orv
наказаниѥ|наказание|Nb|nakazanьje|||||||nt_jo|2||||||||orv
ѥгда|егда|G-|jegъda||||||||0||||||||orv
диѣпсалъмъ||F-|dijǢpъsalъmъ|||||||masc_o|2|2|W|pause, musical interlude|||δῐᾰ́ψᾰλμᾰ||
вражьдовати|вражьдовати|V-|voržьdovati|||||||61|1|||harbour emnity, anger, hatred towards|||||orv
въскѫѭ||Df|vъskǫjǫ||||||||0||||||||
оудивити|удивити|V-|udiviti|||||||40|1||||||||orv
пожрьти||V-|požŕ̥ti|||||||rti|1||||||||
приселити||V-|prisedliti|||||||40|1||||||||
лъживъ|лъживыи|A-|lъživъ|||||||adj_hard|2||||||||orv
мрьзѣти||V-|mŕ̥zěti|||||||31|1||||||||
навести|навести|V-|navesti|||||naved|naved|11|1||||||||orv
молѥниѥ|моление|Nb|modĺenьje|modljenьje||||||nt_jo|2|||request, supplication|||||orv
пѣти|пѣти|V-|pěti|||||||19|1||||||||orv
отъвлѣщи||V-|otъvelћi|otъvelћi||||otъvĺ̥k|otъvelk|15|1||||||||
стрѣла|стрѣла|Nb|strěla|||||||fem_a|2||||||||orv
изрꙑти||V-|jьzryti|||||||18|1||||||||
прѣвꙑше||Df|pervyše||||||||0||||||||
посѣщати|посѣщати|V-|posěћǢti|posětjǢti||||||54|1||||||||orv
оумьнити||V-|umьniti|||||||40|1||||||||
сѣдильна||Nb|sědidlьna|||||||fem_a|2||||||||
нечьстивъ|нечьстивыи|A-|nečьstivъ|||||||adj_hard|2||||||||orv
вражии|вражии|A-|voržьjь|||||||adj_soft|2||||||||orv
правꙑни||Nb|pravyńi|pravynji||||||fem_ji|2||||||||
начинаниѥ|начинание|Nb|načinanьje|||||||nt_jo|2||||||||orv
сѫдьба|судьба|Nb|sǫdьba|||||||fem_a|2||||||||orv
законодавьць|законодавьць|Nb|zakonodavьkь||zakonodavьkъ|zakonodavьcь||||masc_o_PV3|2||||||||orv
гръдость|гърдость|Nb|gr̥dostь|||||||fem_i|2||||||||orv
възгарати|възгарати|V-|vъzgarati|||||||54|1||||||||orv
оуделѣти||V-|udelěti|||||||32|1|||triumph, prevail over, conquer|||||
прѣсѣдѣти|пересѣдѣти|V-|persěděti|||||||31|1||||||||orv
лаꙗтель||Nb|lajǢteĺь|lajǢteljь||||||masc_tel|2||||||||
