chu_lemma|orv_lemma|pos|count|lcs_lemma|pre_jot|morph_replace|PV2/3|doublet|stem1|stem2|conj_type|noun_verb|loan_place|non_assim|eng_trans|etym_disc|bad_etym|loan_source|clitic|automatched|chrabr|euch|kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|bitflag
каковъ||Pi|1|kakovъ|||||||adj_hard|2||||||||0||||marianus||||||8
благовѣщати||V-|1|bolgověšћǢti|bolgověstjǢti||||||54|1||||||||0||||marianus||||||8
асѵровъ||A-|1|asürovъ|||||||adj_hard|2|25|W|of Asher|this translates Gk. Ἀσήρ but the /u/ and ü spellings indicate to me that they confused it for the Gk. for 'Assyrian' Ασσύριος, so I'm taking the latter as the loanword-source||Ασσύριος||0||||marianus||||||8
тиверии||Ne|1|tiverijь|||||||masc_jo|2|23|W||||Τιβέριος < Tiberius||0||||marianus||||||8
амосовъ||A-|1|||||||||99||||||||0||||marianus||||||8
наоумовъ||A-|1|||||||||99||||||||0||||marianus||||||8
еслимовъ||A-|1|||||||||99||||||||0||||marianus||||||8
наанꙉеовъ||A-|1|||||||||99||||||||0||||marianus||||||8
маатовъ||A-|1|||||||||99||||||||0||||marianus||||||8
семеиновъ||A-|1|||||||||99||||||||0||||marianus||||||8
иоанаѥвъ||A-|1|||||||||99||||||||0||||marianus||||||8
рисиѥвъ||A-|1|||||||||99||||||||0||||marianus||||||8
зоровавелѥвъ||A-|1|||||||||99||||||||0||||marianus||||||8
салатилѥвъ||A-|1|||||||||99||||||||0||||marianus||||||8
нириѥвъ||A-|1|||||||||99||||||||0||||marianus||||||8
адъдиѥвъ||A-|1|||||||||99||||||||0||||marianus||||||8
косамовъ||A-|1|||||||||99||||||||0||||marianus||||||8
елмодановъ||A-|1|||||||||99||||||||0||||marianus||||||8
ировъ||A-|1|||||||||99||||||||0||||marianus||||||8
елиѥзоровъ||A-|1|||||||||99||||||||0||||marianus||||||8
сѵмеоновъ||A-|1|||||||||99||||||||0||||marianus||||||8
иоананѥвъ||A-|1|||||||||99||||||||0||||marianus||||||8
елиакимовъ||A-|1|||||||||99||||||||0||||marianus||||||8
мелеанновъ||A-|1|||||||||99||||||||0||||marianus||||||8
маинановъ||A-|1|||||||||99||||||||0||||marianus||||||8
маттатаѥвъ||A-|1|||||||||99||||||||0||||marianus||||||8
натановъ||A-|1|||||||||99||||||||0||||marianus||||||8
овидовъ||A-|1|||||||||99||||||||0||||marianus||||||8
воозовъ||A-|1|||||||||99||||||||0||||marianus||||||8
салмоновъ||A-|1|||||||||99||||||||0||||marianus||||||8
наасоновъ||A-|1|||||||||99||||||||0||||marianus||||||8
аминадавовъ||A-|1|||||||||99||||||||0||||marianus||||||8
арамовъ||A-|1|||||||||99||||||||0||||marianus||||||8
есромовъ||A-|1|||||||||99||||||||0||||marianus||||||8
фаресовъ||A-|1|||||||||99||||||||0||||marianus||||||8
иꙗкововъ||A-|1|||||||||99||||||||0||||marianus||||||8
авраамовъ||A-|1|||||||||99||||||||0||||marianus||||||8
тарань||A-|1|||||||||99||||||||0||||marianus||||||8
нахоровъ||A-|1|||||||||99||||||||0||||marianus||||||8
сероуховъ||A-|1|||||||||99||||||||0||||marianus||||||8
рагавовъ||A-|1|||||||||99||||||||0||||marianus||||||8
фалековъ||A-|1|||||||||99||||||||0||||marianus||||||8
еверовъ||A-|1|||||||||99||||||||0||||marianus||||||8
салань||A-|1|||||||||99||||||||0||||marianus||||||8
каинановъ||A-|1|||||||||99||||||||0||||marianus||||||8
арфаксадовъ||A-|1|||||||||99||||||||0||||marianus||||||8
ламеховъ||A-|1|||||||||99||||||||0||||marianus||||||8
матоусаль||A-|1|||||||||99||||||||0||||marianus||||||8
еноховъ||A-|1|||||||||99||||||||0||||marianus||||||8
иаредовъ||A-|1|||||||||99||||||||0||||marianus||||||8
малелеилѥвъ||A-|1|||||||||99||||||||0||||marianus||||||8
каиновъ||A-|1|||||||||99||||||||0||||marianus||||||8
еносовъ||A-|1|||||||||99||||||||0||||marianus||||||8
ситовъ||A-|1|||||||||99||||||||0||||marianus||||||8
отърада||Nb|1|otъrada|||||||fem_a|2||||||||0||||marianus||||||8
приѩтъ||A-|1|prijętъ|||||||adj_hard|2||||||||0||||marianus||||||8
съгънѫти||V-|1|sъgъnǫti|||||||22|1||||||||0||||marianus||||||8
приѩтьнъ||A-|1|prijętьnъ|||||||adj_hard|2||||||||0||||marianus||||||8
сарефта||Ne|1|sarefъta|||||||fem_a|2|25|W||||Σάρεπτα < צרפת .||0||||marianus||||||8
нееманъ||Ne|1|nejemanъ|||||||masc_o|2|25|W||||Ναιμὰν, Νεεμὰν||0||||marianus||||||8
възѣхати||V-|1|vъzěxati|||||||jaxati|1||||||||0||||marianus||||||8
пронести||V-|1|pronesti|||||prones|prones|11|1||||||||0||||marianus||||||8
отънѥли||G-|1|otъńeli|otъnjeli|||||||0||||||||0||||marianus||||||8
хоузань||A-|1|xuzańь|xuzanjь||||||adj_soft|2|25|W|Chuza’s|||Χουζᾶ||0||||marianus||||||8
въꙗхати||V-|1|vъjǢxati|||||||jaxati|1||||||||0||||marianus||||||8
насѫщьнъ||A-|1|nasǫћьnъ|nasǫtjьnъ||||||adj_hard|2||||||||0||||marianus||||||8
оуорѫжити||V-|1|uorǫžiti|||||||40|1|||disarm|||||0||||marianus||||||8
дѣлитель||Nb|1|děliteĺь|děliteljь||||||masc_tel|2||||||||0||||marianus||||||8
лихоимьствиѥ||Nb|1|lixojьmьstvьje|||||||nt_jo|2|||greed, gluttony, acquisitiveness|||||0||||marianus||||||8
челѣдь||Nb|1|čeĺǢdь|čeljǢdь||||||fem_i|2||||||||0||||marianus||||||8
корьць||Nb|1|korьkь||korьkъ|korьcь||||masc_o_PV3|2||||||||0||||marianus||||||8
пропадь||Nb|1|propadь|||||||fem_i|2||||||||0||||marianus||||||8
засѣдьникъ||Nb|1|zasědьnikъ|||||||masc_o|2|||spy, treacherous person (saboteur?)|||||0||||marianus||||||8
моръ||Nb|1|morъ|||||||masc_o|2|||plague|||||0||||marianus||||||8
отѧжати||V-|1|otęžǢti|||||||54|1|||become heavy|||||0||||marianus||||||8
благодатель||Nb|1|bolgodateĺь|bolgodateljь||||||masc_tel|2||||||||0||||marianus||||||8
помрькнѫти||V-|1|pomŕ̥knǫti|||||||21|1|||get dark|||||0||||marianus||||||8
издраилѣнинъ||Nb|1|izrajiĺǢninъ|izrajiljǢninъ||||||masc_anin|2|25|W||the root of this word is soft-stem and it occurs only once in Mar., so I’m reconstructing with *-Ǣninъ despite the dictionary||Ἰσραήλ||0||||marianus||||||8
опроврѣщи||V-|1|oproverћi|oprovergti||||oprovŕ̥g|oproverg|14|1||||||||0||||marianus||||||8
коупльнъ||A-|1|kupĺьnъ|kupjьnъ||||||adj_hard|2|13||trading, of trade, merchants’|||Gmc. *kaupōn- from Latin caupō||0||||marianus||||||8
енънонъ||Ne|1|enonъ|||||||masc_o|2|25|W||the Gk. has no double /nn/ so I’m gonna assume the Marianus is aberrant||Αἰνὼν||0||||marianus||||||8
салимъ||Ne|1|salimъ|||||||masc_o_u|2|25|||||Σαλείμ||0||||marianus||||||8
сътѧѕаниѥ||Nb|1|sъtęganьje|||sъtęʒanьje||||nt_jo|2||||||||0||||marianus||||||8
съвѣдѣтельствиѥ||Nb|1|sъvěděteĺьstvьje|sъvěděteljьstvьje||||||nt_jo|2||||||||0||||marianus||||||8
самарьскъ||A-|1|samarьskъ|||||||adj_hard|2|25|||||Σαμαρείας||0||||marianus||||||8
сѵхарь||Ne|1|süxaŕь|süxarjь||||||masc_jo|2|25|W||||Συχὰρ||0||||marianus||||||8
искрь||R-|1|jьskrь||||||||0|||near|||||0||||marianus||||||8
почрьпало||Nb|1|počŕ̥padlo|||||||nt_o|2|||||1|||0||||marianus||||||8
поклоньникъ||Nb|1|poklonьnikъ|||||||masc_o|2||||||||0||||marianus||||||8
плавъ||A-|1|polvъ|||||||adj_hard|2|||golden, light yellow|cognate with Germ. fahl <*falwaz, root also of Old Rus. word for Kipchaks ‘половьци’||||0||||marianus||||||8
соулѣе||Df|1|sulěje||||||||0|||better|||||0||||marianus||||||8
витезда||Ne|1|vitezda|||||||fem_a|2|25|||||Βηθεσδά < בית חסדא .||0||||marianus||||||8
движениѥ||Nb|1|dviženьje|||||||nt_jo|2||||||||0||||marianus||||||8
свьтѣниѥ||Nb|1|svьtěnьje|||||||nt_jo|2||||||||0||||marianus||||||8
грети||V-|1|greti|||||greb|greb|11|1||||||||0||||marianus||||||8
живлꙗти||V-|1|živĺǢti|živjǢti||||||54|1|||give life to|||||0||||marianus||||||8
скинопигиꙗ||Nb|1|sḱinopiǵijǢ|||||||fem_ja|2|2|W|the feast of Tabernacles|||σκηνοπηγία||0||||marianus||||||8
ръпътъ||Nb|1|rъpъtъ|||||||masc_o|2|||murmur, grumble, stir, grumblings|Vasmer assumes two onomatopeic roots *ropot- and *rъpъt-, which would explain Bg. ропот and the lack of **рпот in Ru., but the OCS spellings with jers esp. Mar. ръптъ are best explained by a *rъpъt- root.||||0||||marianus||||||8
обрѣзати#2||V-|1|obrězati|||||||54|1|||circumcise|||||0||||marianus||||||8
чловѣкооубииць||Nb|1|čьlověkoubьjьkь||čьlověkoubьjьkъ|čьlověkoubьjьcь||||masc_o_PV3|2||||I reconstruct the o-stem version with *ьkь and the a-stem with *ika but there isn’t a lot of justification for this; a lot depends also on whether I’m correct in taking the stems as *bьj-, *pьj- etc. rather than *bij-|1|||0||||marianus||||||8
плиновениѥ||Nb|1|plinovenьje|||||||nt_jo|2||||||||0||||marianus||||||8
силоуамль||A-|1|siluamĺь|siluamjь||||||adj_soft|2|25|W||||Σιλωὰμ||0||||marianus||||||8
богочьтьць||Nb|1|bogočьtьkь||bogočьtьkъ|bogočьtьcь||||masc_o_PV3|2||||||||0||||marianus||||||8
прѣлазити||V-|1|perlaziti|||||||40|1||||||||0||||marianus||||||8
двьрьникъ||Nb|1|dvьrьnikъ|||||||masc_o|2|||doorman|||||0||||marianus||||||8
распѫдити||V-|1|orspǫditi|||||||40|1|||disperse, drive asunder, scatter abroad|Pol. rozpędzić||||0||||marianus||||||8
енкениꙗ||Nb|1|enḱenije|||||||nt_jo|2|2|W|'Feast of Dedication’ (?)||1|ἐνκαίνια||0||||marianus||||||8
нардъ||Nb|1|narъdъ|||||||masc_o|2|2|W||||νάρδος||0||||marianus||||||8
осьль||A-|1|osьĺь|osьljь||||||adj_soft|2|||of a donkey, ass’s|||||0||||marianus||||||8
вълити||V-|1|vъliti|||||||17|1||||||||0||||marianus||||||8
оумꙑвальница||Nb|1|umyvalьnika|||umyvalьnica||||fem_a_PV3|2|||wash basin|if this is a diminutive of *umyvadlo then it should have *dl in it|1|||0||||marianus||||||8
съзирати||V-|1|sъzirati|||||||54|1||||||||0||||marianus||||||8
ꙗможе||Df|1|amože||||||||0||||||||0||||marianus||||||8
раждиѥ||Nb|1|oržǯьje|||||||nt_jo|2|||branches|has to be collective suffix on *orzga: *orzg-ьje > *oržǯьje (ESSJa's *orzgje is either a typo or just wrong; we don't need jotation just a front-vowel); ESSJa cites an Old Rus. рожчье which has the Ukr. reflex of *žǯ; cf. also Pol. różdżka <*rozgьka 'wand'||||0||||marianus||||||8
съгарати||V-|1|sъgarati|||||||54|1||||lengthened grade secondary imperfective of the *gor- root||||0||||marianus||||||8
погꙑбѣльнъ||A-|1|pogybělьnъ|||||||adj_hard|2||||||||0||||marianus||||||8
кедрьскъ||A-|1|ḱedrьskъ|||||||adj_hard|2|25|W||||Κέδρων < קדרון .||0||||marianus||||||8
мальхъ||Ne|1|malъxъ|||||||masc_o|2|25|W||||Μάλχος||0||||marianus||||||8
вънисти||V-|1|vъnisti|||||||ьz|1||||||||0||||marianus||||||8
ножьницѧ||Nb|1|nožьnika|||nožьnica||||fem_a_PV3|2||||||||0||||marianus||||||8
литострата||Ne|1|litostrota||||litostrata|||fem_a|2|2|||whether or not this is borrowed with /a/ or /o/ for the Gk. long /o/ has importnat implications for the realisations of /o, a/ in CS and early OCS||Λιθόστρωτον||0||||marianus||||||8
гаввата||Ne|1|gavъvata||||||||0|25|W||||Γαββαθα < גבתא .||0||||marianus||||||8
сѫдоу||Df|1|sǫdu||||||||0||||||||0||||marianus||||||8
овѫдоу||Df|1|ovǫdu||||||||0||||||||0||||marianus||||||8
прѣдьрати||V-|1|perdьrati|||||||51_abl|1||||||||0||||marianus||||||8
матизмъ||Nb|1|matizmъ|||||||masc_o|2|2||clothes|||ἱματισμός||0||||marianus||||||8
придѣти||V-|1|priděti|||||||dedj|1||||||||0||||marianus||||||8
копии||Nb|1|kopьjь|||||||masc_jo|2||||||||0||||marianus||||||8
съмѣшениѥ||Nb|1|sъměšenьje|||||||nt_jo|2|||mixture|||||0||||marianus||||||8
змѵрьнъ||A-|1|zmürьnъ|||||||adj_hard|2|2|W|||1|σμύρνης||0||||marianus||||||8
алгоуинъ||A-|1|alъguinъ|||||||adj_hard|2|2|W||||ἀλόης ||0||||marianus||||||8
сѵдарь||Nb|1|südaŕь|südarjь||||||masc_jo|2|2|W|facecloth|||σουδάριον||0||||marianus||||||8
врьтоградарь||Nb|1|vŕ̥togordaŕь|vŕ̥togordarjь||||||masc_ar|2|1||gardener|allegedly from the Gmc. ancestor of 'orchard', Goth. aurtigards, *(w)urtigardaz; the first element would be ancestor of Eng. wort, Germ. Wurz[el]||allegedly from the Gmc. ancestor of 'orchard', Goth. aurtigards, *(w)urtigardaz; the first element would be ancestor of Eng. wort, Germ. Wurz[el]||0||||marianus||||||8
епеньдитъ||Nb|1|epenьditъ|||||||masc_o|2|2|W||||ἐπενδύτην||0||||marianus||||||8
протръгнѫти||V-|1|protr̥gnǫti|||||||21|1|||tear, rip, have a hole rip through it|||||0||||marianus||||||8
шѧтати||V-|1|šętati|||||||54|1||||||||0|||||psal-sin_sentence_removed|||||16
одрьжаниѥ||Nb|1|odŕ̥žǢnьje|||||||nt_jo|2||||||||0|||||psal-sin_sentence_removed|||||16
тѧжькосрьдъ||A-|1|tęžьkosŕ̥dъ|||||||adj_hard|2||||||||0|||||psal-sin_sentence_removed|||||16
въскѫѭ||Df|1|vъskǫjǫ||||||||0||||||||0|||||psal-sin_sentence_removed|||||16
приселити||V-|1|prisedliti|||||||40|1||||||||0|||||psal-sin_sentence_removed|||||16
отъврьстъ||A-|1|otъvŕ̥stъ|||||||adj_hard|2||||||||0|||||psal-sin_sentence_removed|||||16
соусиинъ||A-|1|||||||||99||||||||0|||||psal-sin_sentence_removed|||||16
немениинъ||Ne|1|||||||||99||||||||0|||||psal-sin_sentence_removed|||||16
сѫдитель||Nb|1|sǫditeĺь|sǫditeljь||||||masc_tel|2||||||||0|||||psal-sin_sentence_removed|||||16
отъвлѣщи||V-|1|otъvelћi|otъvelћi||||otъvĺ̥k|otъvelk|15|1||||||||0|||||psal-sin_sentence_removed|||||16
законодавьць||Nb|1|zakonodavьkь||zakonodavьkъ|zakonodavьcь||||masc_o_PV3|2||||||||0|||||psal-sin_sentence_removed|||||16
възгарати||V-|1|vъzgarati|||||||54|1||||||||0|||||psal-sin_sentence_removed|||||16
оуделѣти||V-|1|udelěti|||||||32|1|||triumph, prevail over, conquer|||||0|||||psal-sin_sentence_removed|||||16
лаꙗтель||Nb|1|lajǢteĺь|lajǢteljь||||||masc_tel|2||||||||0|||||psal-sin_sentence_removed|||||16
съмѣрьнъ||A-|1|sъměrьnъ|||||||adj_hard|2||||||||0|||||psal-sin_sentence_removed|||||16
прѣвитати||V-|1|pervitati|||||||54|1||||||||0|||||psal-sin_sentence_removed|||||16
врабии||Nb|1|vorbьjь|||||||masc_jo|2||||||||0|||||psal-sin_sentence_removed|||||16
тоулъ||Nb|1|tulъ|||||||masc_o|2||||||||0|||||psal-sin_sentence_removed|||||16
вельрѣчивъ||A-|1|velьrěčivъ|||||||adj_hard|2||||||||0|||||psal-sin_sentence_removed|||||16
оульстити||V-|1|ulьstiti|||||||40|1||||||||0|||||psal-sin_sentence_removed|||||16
допасти||V-|1|dopasti|||||dopad|dopad|11|1||||||||0|||||psal-sin_sentence_removed|||||16
лѧдвиинъ||A-|1|lędvьjinъ|||||||adj_hard|2||||||||0|||||psal-sin_sentence_removed|||||16
прѣдъзьрѣти||V-|1|perdъzьrěti|||||||31|1||||||||0|||||psal-sin_sentence_removed|||||16
острастити||V-|1|ostrastiti|||||||40|1||||||||0|||||psal-sin_sentence_removed|||||16
въспланѫти||V-|1|vъspolmnǫti|||||||21|1||||means ‘to blaze up, flare up’ so I’m assuming it has the *polm root with /mn/ > /n/. We’d need some aorist of PAP attestations with the root preserved to tell us whether it’s class 2.1 or 2.2||||0|||||psal-sin_sentence_removed|||||16
примракъ||Nb|1|primorkъ|||||||masc_o|2||||||||0|||||psal-sin_sentence_removed|||||16
закровъ||Nb|1|zakrovъ|||||||masc_o|2||||||||0|||||psal-sin_sentence_removed|||||16
аерьнъ||A-|1|ajerьnъ|||||||adj_hard|2|2|W||||ᾱ̓ήρ ᾱ̓έρος||0|||||psal-sin_sentence_removed|||||16
подъѩтель||Nb|1|podъjęteĺь|podъjęteljь||||||masc_tel|2||||||||0|||||psal-sin_sentence_removed|||||16
нечьстовати||V-|1|nečьstovati|||||||61|1||||||||0|||||psal-sin_sentence_removed|||||16
защищениѥ||Nb|1|zaščiћenьje|zaščitjenьje||||||nt_jo|2||||||||0|||||psal-sin_sentence_removed|||||16
оуширити||V-|1|uširiti|||||||40|1||||||||0|||||psal-sin_sentence_removed|||||16
охрънѫти||V-|1|oxrъmnǫti|||||||21|1||||||||0|||||psal-sin_sentence_removed|||||16
помазаньникъ||Nb|1|pomazanьnikъ|||||||masc_o|2||||||||0|||||psal-sin_sentence_removed|||||16
творъ||Nb|1|tvorъ|||||||masc_o|2||||||||0|||||psal-sin_sentence_removed|||||16
вѣщаниѥ||Nb|1|vešћǢnьje|věstjǢnьje||||||nt_jo|2||||||||0|||||psal-sin_sentence_removed|||||16
сърѣтаниѥ||Nb|1|sъrětanьje|||||||nt_jo|2||||||||0|||||psal-sin_sentence_removed|||||16
лоукаваръ||Ne|1|||||||||99||||||||0|||||psal-sin_sentence_removed|||||16
благостьнъ||A-|1|bolgostьnъ|||||||adj_hard|2||||||||0|||||psal-sin_sentence_removed|||||16
прильнѫти||V-|1|prilьpnǫti|||||||21|1|||stick to, adhere to|||||0|||||psal-sin_sentence_removed|||||16
паствиньнъ||A-|1|pastvinьnъ|||||||adj_hard|2|||pasture-, suitable for use as pasture land, grassy|||||0|||||psal-sin_sentence_removed|||||16
оупаꙗти||V-|1|upajǢti|||||||54|1|||give to drink, water|lengthened o-grade secondary imperfective of *-poj-iti||||0|||||psal-sin_sentence_removed|||||16
насоуѥ||Df|1|nasuje||||||||0||||||||0|||||psal-sin_sentence_removed|||||16
невѣждьство||Nb|1|nevěђьstvo|nevědjьstvo||||||nt_o|2||||||||0|||||psal-sin_sentence_removed|||||16
ненавидѣниѥ||Nb|1|nenaviděnьje|||||||nt_jo|2||||||||0|||||psal-sin_sentence_removed|||||16
благословесьстовати||V-|1|bolgoslovesьstovati|||||||61|1||||||||0|||||psal-sin_sentence_removed|||||16
просѣкати||V-|1|prosěkati|||||||54|1||||||||0|||||psal-sin_sentence_removed|||||16
кадискъ||A-|1|kadisьskъ|||||||adj_hard|2|25|||surely a *ьskъ suffix with no front-jer is impossible, and the Gk. ends in -s so I think it should have *-sьskъ ending, dict also gives кадьскъ as a form which would be a borrowing|1|Κάδης||0|||||psal-sin_sentence_removed|||||16
насѣлꙗти||V-|1|nasědĺǢti|nasědljǢti||||||54|1||||means ‘to dwell on’ apparently, but only attested once in Psal, would be a lengthened-grade ablaut of the *sedl- root but total guesswork|1|||0|||||psal-sin_sentence_removed|||||16
рѫжениѥ||Nb|1|rǫženьje|||||||nt_jo|2||||must be from a class 4 form of rǫgati||||0|||||psal-sin_sentence_removed|||||16
мъскъ||Nb|1|mъskъ|||||||masc_o|2||||Cz. mezek does nothing because the /e/ could be from both jers and the second one must be secondary, w|1|||0|||||psal-sin_sentence_removed|||||16
бръзда||Nb|1|br̥zda|||||||fem_a|2||||||||0|||||psal-sin_sentence_removed|||||16
авимелехъ||Ne|1|||||||||99||||||||0|||||psal-sin_sentence_removed|||||16
исоунѫти||V-|1|jьssunǫti|||||||22|1||||||||0|||||psal-sin_sentence_removed|||||16
заврѣти||V-|1|zaverti|||||zaver|zavьr|13|1||||||||0|||||psal-sin_sentence_removed|||||16
поганꙗти||V-|1|pogańǢti|poganjǢti||||||54|1||||||||0|||||psal-sin_sentence_removed|||||16
бещѧдиѥ||Nb|1|beščędьje|||||||nt_jo|2||||||||0|||||psal-sin_sentence_removed|||||16
огавиѥ||Nb|1|||||||||99||||||||0|||||psal-sin_sentence_removed|||||16
помиѕати||V-|1|pomigati|||pomiʒati||||54|1||||||||0|||||psal-sin_sentence_removed|||||16
мирьно||Df|1|mirьno||||||||0||||||||0|||||psal-sin_sentence_removed|||||16
вълъстити||V-|1|vъlьstiti|||||||40|1||||||||0|||||psal-sin_sentence_removed|||||16
пробавити||V-|1|probaviti|||||||40|1||||||||0|||||psal-sin_sentence_removed|||||16
злакъ||Nb|1|zolkъ|||||||masc_o|2||||||||0|||||psal-sin_sentence_removed|||||16
заимати||V-|1|zajьmati|||||||52_abl|1||||||||0|||||psal-sin_sentence_removed|||||16
порѫтити||V-|1|porǫtiti|||||||40|1||||||||0|||||psal-sin_sentence_removed|||||16
