6403,<wb>тѣломь
4694,<wb>чловѣче
77,<wb>а
3417 7,<wb>доуше|ю
1091 132,<wb>агге|ле
288,<wb>тъі
6403,<wb>тѣломь
6106,<wb>чловѣкь
576,<wb>съі
3836,<wb>аггель
1173,<wb>ѣві
121,<wb>се
1106,<wb>оуста
112,<wb>бо
552,<wb>твоѣ
99,<wb>ѣко
6023,<wb>едінь
377,<wb>оть
121 61 20 841 106,<wb>се|ра|ф|іі|мь
530,<wb>бога
1038 597 2783,<wb>просла|влѣ|ють
39,<wb>і
4506 10 3882,<wb>въселе|н|ноую
5119 2783,<wb>просвѣшта|ють
5256 11,<wb>правъі|е
994,<wb>вѣръі
7280 2114,<wb>каза|ніемь
5592,<wb>тѣм
71,<wb>же
39,<wb>і
364,<wb>мене
7000 7 145,<wb>пріпада|ю|шта
72,<wb>к
356,<wb>тебѣ
1626 111 7,<wb>любо|ві|ю
39,<wb>і
789 7,<wb>вѣро|ю
3290,<wb>пріімі
39,<wb>і
710 89,<wb>боу|ді
195,<wb>мі
1899,<wb>оучітель
39,<wb>і
4218 1319,<wb>просвѣті|тель
5415 17,<wb>такова|а
171 4392 2271,<wb>за|вешта|вааше
56 3204,<wb>въ|шьдь
71,<wb>же
56,<wb>въ
823 16,<wb>многъі|і
4853,<wb>бесѣдъі
39,<wb>і
828,<wb>оумь
367,<wb>велі
62,<wb>не
4933 16,<wb>могъі|і
3879,<wb>разоумѣті
65 153 197 119 25,<wb>г|ль|бі|нь|ь
56,<wb>въ
6132 200,<wb>оунъі|ніе
1919,<wb>веліко
4763,<wb>въпаде
3048,<wb>стран
71,<wb>же
2041 16,<wb>нѣко|і
165,<wb>бѣ
390,<wb>тоу
2442 11,<wb>оумѣ|е
369 4596 7879,<wb>гра|маті|кію
39,<wb>і
150,<wb>къ
398,<wb>немоу
5202,<wb>шьдь
4937,<wb>молѣше
39,<wb>і
68,<wb>на
2362,<wb>ногоу
135,<wb>его
3765 11,<wb>пада|е
39,<wb>і
2353 11,<wb>въда|е
121,<wb>се
144,<wb>емоу
932,<wb>добрѣ
1270,<wb>наоучі
296,<wb>ме
7178 257 605,<wb>хоудо|жь|ствоу
369 4596 229 838 88,<wb>гра|маті|чь|ско|моу
5338,<wb>он
71,<wb>же
2129 133,<wb>талан|ть
424,<wb>своі
1977 280,<wb>погре|бь
141,<wb>рече
150,<wb>къ
398,<wb>немоу
1679 82,<wb>юно|ше
62,<wb>не
3711 16,<wb>троужда|і
121,<wb>се
221 174 13 153,<wb>от|ре|к|ль
121,<wb>се
1147,<wb>есмь
377 274 188,<wb>оть|ноу|дь
3271,<wb>нікогоже
62,<wb>не
1270 52,<wb>наоучі|ті
1135,<wb>семоу
56,<wb>въ
346,<wb>мое
2063,<wb>дьніі
404,<wb>пакъі
71,<wb>же
806 569,<wb>отро|кь
3156 102 11,<wb>кла|на|е
121,<wb>се
144,<wb>емоу
75,<wb>съ
4431,<wb>сльзамі
473 82,<wb>глагола|ше
160 123,<wb>въз|мі
321 42,<wb>въс|оу
108 7,<wb>мо|ю
5016,<wb>честь
377,<wb>оть
756,<wb>домоу
1858,<wb>отьца
563,<wb>моего
295,<wb>еже
195,<wb>мі
6542,<wb>достоіть
77,<wb>а
1270,<wb>наоучі
296,<wb>ме
62,<wb>не
788 5966,<wb>хотѣ|вшоу
71,<wb>же
6968,<wb>послоушаті
135,<wb>его
5202,<wb>шьдь
71,<wb>же
56,<wb>въ
156 106,<wb>до|мь
424,<wb>своі
56,<wb>въ
2040 675,<wb>молітва|хь
989 82,<wb>прѣбъіва|ше
105,<wb>да
154,<wb>бъі
472 153,<wb>обрѣ|ль
2737 200,<wb>жела|ніе
3889,<wb>срьдьца
524,<wb>своего
3039,<wb>въскорѣ
71,<wb>же
722,<wb>богъ
7189,<wb>сътворіі
240 182,<wb>во|лю
112 11 166 675,<wb>бо|е|шті|хь
121,<wb>се
135,<wb>его
84,<wb>отъ
5409 319,<wb>красо|тѣ
112,<wb>бо
135,<wb>его
39,<wb>і
1103 3472,<wb>моу|дрості
39,<wb>і
6816 2183,<wb>прілеж|нѣмь
3390,<wb>оученіі
295,<wb>еже
165,<wb>бѣ
120 372 174 85,<wb>ра|ство|ре|но
56,<wb>въ
590,<wb>немь
379 180,<wb>слъіша|вь
2249 174 180,<wb>ца|ре|вь
7670 153,<wb>строіте|ль
227,<wb>іже
1105 133,<wb>наріцае|ть
121,<wb>се
874 58 20 1359,<wb>ло|го|ф|еть
4077,<wb>посла
67,<wb>по
484,<wb>нь
105,<wb>да
121,<wb>се
154,<wb>бъі
75,<wb>съ
2249 6336,<wb>ца|ремь
571 153,<wb>оучі|ль
806 569,<wb>отро|кь
71,<wb>же
1148 180,<wb>оуслъіша|вь
121,<wb>се
2421 7,<wb>радості|ю
558 52,<wb>поу|ті
121,<wb>се
50 133,<wb>е|ть
39,<wb>і
68,<wb>на
558 52,<wb>поу|ті
2275 10,<wb>покло|н
121,<wb>се
5359,<wb>молітвоу
7189,<wb>сътворіі
1089,<wb>глаголе
4418,<wb>боже
1993,<wb>отьць
1509 675,<wb>наші|хь
39,<wb>і
1502,<wb>господі
1151,<wb>мілості
39,<wb>і
494,<wb>ѣже
261 153,<wb>сътворі|ль
313,<wb>есі
1819 134 17,<wb>въса|ка|а
4732,<wb>словомь
39,<wb>і
127 88 3472 7,<wb>прѣ|моу|дрості|ю
5273,<wb>своею
75 7402 180,<wb>съ|зьда|вь
1763,<wb>чловѣка
105,<wb>да
458 3036,<wb>вла|деть
176 6707,<wb>то|бою
3616 3625,<wb>сътворе|нъімі
2193 2428,<wb>тва|рьмі
2926,<wb>даждь
195,<wb>мі
762 324 7,<wb>соу|штоу|ю
321 5051 16,<wb>въс|кра|і
462 675,<wb>твоі|хь
1653 153,<wb>прѣсто|ль
127 88 3472,<wb>прѣ|моу|дрості
105,<wb>да
479 7,<wb>разоумѣ|ю
394,<wb>что
715,<wb>есть
771 4708,<wb>оуго|дно
356,<wb>тебѣ
39,<wb>і
753 1082,<wb>съпа|соу
121,<wb>се
5065,<wb>аз
112,<wb>бо
1147,<wb>есмь
4820,<wb>рабь
462,<wb>твоі
39,<wb>і
576 119,<wb>съі|нь
1833,<wb>рабъі
347 11,<wb>твое|е
39,<wb>і
150,<wb>къ
1135,<wb>семоу
5121,<wb>прочее
4816 1760,<wb>соломо|ню
5359,<wb>молітвоу
3317 5284 66 180,<wb>ізь|глаго|ла|вь
39,<wb>і
421 180,<wb>въста|вь
141,<wb>рече
1240,<wb>амінь
317,<wb>егда
71,<wb>же
701 79,<wb>пріі|де
150,<wb>къ
2249 95 1044 270,<wb>ца|рі|гра|доу
2353 82,<wb>въда|ше
135,<wb>его
7889 106,<wb>оучітеле|мь
105,<wb>да
121,<wb>се
571 133,<wb>оучі|ть
39,<wb>і
56,<wb>въ
1188,<wb>трі
353 199 215,<wb>мѣ|се|ці
1758 569,<wb>навъі|кь
369 4596 7879,<wb>гра|маті|кію
39,<wb>і
164 266 17,<wb>про|ча|а
121,<wb>се
50 133,<wb>е|ть
286 17,<wb>оучені|а
39,<wb>і
1270,<wb>наоучі
71,<wb>же
121,<wb>се
47 123 191,<wb>о|мі|роу
39,<wb>і
3217 123 32 606,<wb>гео|мі|т|ріі
39,<wb>і
73,<wb>оу
966 103,<wb>ль|ва
39,<wb>і
73,<wb>оу
395 12 319,<wb>ф|о|тѣ
6682 27 16 259,<wb>діа|ѯ|і|цѣ
39,<wb>і
5679,<wb>въсѣмь
1170 841 344 106,<wb>філософ|іі|скъі|мь
3984 106,<wb>оученіе|мь
150,<wb>къ
5021,<wb>сім
71,<wb>же
39,<wb>і
607 115 95 3153,<wb>рі|то|рі|кіі
39,<wb>і
3993 20 25 123 52 3153,<wb>арі|ф|ь|мі|ті|кіі
39,<wb>і
77 69 117 85 3305,<wb>а|ст|ро|но|міі
39,<wb>і
1103 129 3153,<wb>моу|сі|кіі
39,<wb>і
5679,<wb>въсѣмь
3745 106,<wb>прочіі|мь
1394 4241 106,<wb>елі|нскъі|мь
7178 1713 106,<wb>хоудо|жьство|мь
311,<wb>тако
71,<wb>же
39,<wb>і
1758 83,<wb>навъі|че
1819,<wb>въса
308,<wb>ѣкоже
453,<wb>бі
814,<wb>едіно
377,<wb>оть
4406,<wb>ніхь
2619 274 52,<wb>навъік|ноу|ті
2377 214,<wb>скоро|сть
112,<wb>бо
121,<wb>се
75,<wb>съ
6138 2114,<wb>прілежа|ніемь
488 4076,<wb>слоу|чіі
1096,<wb>дроуга
1745,<wb>дроугоу
6553 467 7 166,<wb>прѣс|пѣ|ю|шті
1948,<wb>імже
121,<wb>се
286 17,<wb>оучені|а
39,<wb>і
7178 1713 106,<wb>хоудо|жьство|мь
3296 158 7,<wb>съврь|ша|ю
1683,<wb>боле
71,<wb>же
286 17,<wb>оучені|а
323 675,<wb>ті|хь
4494,<wb>образь
68,<wb>на
436,<wb>себѣ
5204 11,<wb>ѣвлѣ|е
75,<wb>съ
4400,<wb>тѣмі
75,<wb>съ
1047 48,<wb>німі|же
746,<wb>бѣаше
2614 19 1781,<wb>поль|з|нѣе
896 1259 11,<wb>оук|ланѣ|е
121,<wb>се
377,<wb>оть
896 1259 7 642 675,<wb>оук|ланѣ|ю|штіі|хь
121,<wb>се
56,<wb>въ
251 125 37 289,<wb>ст|рь|п|тъі
376,<wb>како
453,<wb>бі
56,<wb>въ
451 36 139 675,<wb>зем|л|нъі|хь
1753 1027,<wb>небесь|наа
8001 153,<wb>прѣмѣні|ль
168 132 319 52,<wb>із|ле|тѣ|ті
107,<wb>іс
4876 199,<wb>теле|се
387,<wb>сего
39,<wb>і
75,<wb>съ
5863,<wb>богомь
1002,<wb>жіті
4760 96 18,<wb>оуз|рѣ|в
71,<wb>же
135,<wb>его
5415,<wb>такова
762 5201,<wb>соу|штаа
874 58 20 1359,<wb>ло|го|ф|еть
4484,<wb>дасть
144,<wb>емоу
1517,<wb>власть
4801,<wb>надь
2682,<wb>своімь
3310 106,<wb>домо|мь
39,<wb>і
56,<wb>въ
2249 174 403,<wb>ца|ре|воу
67 66 670,<wb>по|ла|тоу
75,<wb>съ
1846 19 2549 2114,<wb>дрь|з|нове|ніемь
2349 943,<wb>въхо|діті
39,<wb>і
1136,<wb>въпросі
135,<wb>его
814 7,<wb>едіно|ю
1089,<wb>глаголе
7715,<wb>філософе
788 675,<wb>хотѣ|хь
6565,<wb>оувѣдѣті
394,<wb>что
715,<wb>есть
1170 16 17,<wb>філософ|і|а
5338,<wb>он
71,<wb>же
2377 106,<wb>скоро|мь
6273,<wb>оумомь
141,<wb>рече
600,<wb>абіе
1872 106,<wb>божіі|мь
39,<wb>і
7946 106,<wb>чловѣчьскъі|мь
220 91 106,<wb>ве|ште|мь
4605,<wb>разоумь
808,<wb>еліко
4050,<wb>можеть
6106,<wb>чловѣкь
1477 52,<wb>прібліжі|ті
121,<wb>се
6437,<wb>бозѣ
99,<wb>ѣко
71,<wb>же
6598 74 7,<wb>дѣте|лі|ю
571 133,<wb>оучі|ть
1763,<wb>чловѣка
67,<wb>по
4201,<wb>образоу
39,<wb>і
67,<wb>по
6022 7,<wb>подобі|ю
503,<wb>бъіті
232 21 2 12 88,<wb>сътво|р|ш|о|моу
39,<wb>і
387,<wb>сего
71,<wb>же
580,<wb>паче
2253 16,<wb>възлюбі|і
39,<wb>і
951,<wb>въпраша
39,<wb>і
47,<wb>о
1255,<wb>семь
1749 569,<wb>толі|кь
6210,<wb>моужь
367 569,<wb>велі|кь
39,<wb>і
1388 119,<wb>чьсть|нь
4640,<wb>онь
71,<wb>же
7189,<wb>сътворіі
144,<wb>емоу
3984,<wb>оученіе
2449 838,<wb>філософь|ско
56,<wb>въ
2027 675,<wb>малѣ|хь
1159 675,<wb>словесе|хь
367 569,<wb>велі|кь
828,<wb>оумь
3080 180,<wb>сказа|вь
56,<wb>въ
7562,<wb>чістотѣ
71,<wb>же
989 11,<wb>прѣбъіва|е
2701,<wb>велмі
3059 470 11,<wb>оуга|жда|е
914,<wb>богоу
176 1823,<wb>то|лмі
580,<wb>паче
1875 19 968,<wb>любь|з|нѣі
5679,<wb>въсѣмь
861 82,<wb>бъіва|ше
39,<wb>і
874 58 20 1359,<wb>ло|го|ф|еть
1819 273,<wb>въса|коу
1388,<wb>чьсть
4243,<wb>творе
144,<wb>емоу
223 3416 274,<wb>го|вѣі|ноу
2675,<wb>злато
693,<wb>много
4329,<wb>даѣше
144,<wb>емоу
5338,<wb>он
71,<wb>же
62,<wb>не
7827 82,<wb>прііма|ше
814 7,<wb>едіно|ю
141,<wb>рече
144,<wb>емоу
552,<wb>твоѣ
5409 94,<wb>красо|та
39,<wb>і
1103 2212,<wb>моу|дрость
84 274 188,<wb>отъ|ноу|дь
4157,<wb>ізліха
1723 89 133,<wb>ноу|ді|ть
296,<wb>ме
5447,<wb>любіті
238,<wb>те
201,<wb>аште
1178,<wb>хоштеші
5578 124 7,<wb>подроу|жі|ю
159 7,<wb>сі|ю
323,<wb>ті
3583,<wb>дамь
377,<wb>оть
2249 61,<wb>ца|ра
71,<wb>же
457,<wb>нъінѣ
367 7,<wb>велі|ю
1388,<wb>чьсть
39,<wb>і
72 126 124 11,<wb>к|не|жі|е
701 106,<wb>пріі|мь
39,<wb>і
6394 358 7,<wb>бол|шоу|ю
567 16,<wb>ча|і
3039,<wb>въскорѣ
112,<wb>бо
348 52 1055,<wb>стра|ті|гь
710 3294,<wb>боу|деші
5857 18,<wb>отьвѣшта|в
71,<wb>же
144,<wb>емоу
2449,<wb>філософь
105 125,<wb>да|рь
222,<wb>оубо
367 569,<wb>велі|кь
1520 7 5030,<wb>трѣбоу|ю|штіімь
715,<wb>есть
77,<wb>а
588,<wb>мнѣ
6394 3754,<wb>бол|шее
286 17,<wb>оучені|а
3744,<wb>нѣсть
2095,<wb>нічтоже
999,<wb>іно
1948,<wb>імже
4605,<wb>разоумь
2805 180,<wb>събра|вь
2334 34 4008,<wb>прѣдѣ|д|нее
2186,<wb>чьсті
39,<wb>і
7058,<wb>богатьства
245 324,<wb>хо|штоу
5981,<wb>іскаті
379 18,<wb>слъіша|в
71,<wb>же
874 58 20 1359,<wb>ло|го|ф|еть
221 87 133,<wb>от|вѣ|ть
135,<wb>его
5202,<wb>шьдь
150,<wb>къ
2249 95 215,<wb>ца|рі|ці
141,<wb>рече
75,<wb>съ
2449,<wb>філософь
592 401,<wb>ю|нъіі
62,<wb>не
1284 133,<wb>любі|ть
1002 17,<wb>жіті|а
387,<wb>сего
176,<wb>то
62,<wb>не
377 463 147 106,<wb>оть|поу|сті|мь
135,<wb>его
162 166 139,<wb>об|шті|нъі
208,<wb>нъ
67 69 95 28 82,<wb>по|ст|рі|г|ше
39,<wb>і
68,<wb>на
67 169 18 372,<wb>по|по|в|ство
377 86 89 106,<wb>оть|да|ді|мь
39,<wb>і
39,<wb>і
4815 679,<wb>слоуж|боу
105,<wb>да
5341,<wb>боудеть
167 18 93 52 134 125,<wb>ві|в|ло|ті|ка|рь
73,<wb>оу
3556 432,<wb>патріар|ха
56,<wb>въ
1750 3480,<wb>све|тѣі
448 20 841,<wb>со|ф|іі
62 5972,<wb>не|глі
2451,<wb>понѣ
311,<wb>тако
135,<wb>его
73 7559 106,<wb>оу|дрьжі|мь
295,<wb>еже
39,<wb>і
261 82,<wb>сътворі|ше
144,<wb>емоу
998,<wb>мало
71,<wb>же
75,<wb>съ
730,<wb>німь
56,<wb>въ
1255,<wb>семь
67 325 180,<wb>по|бъі|вь
68,<wb>на
506 5743,<wb>оус|кое
1478,<wb>море
56 3204,<wb>въ|шьдь
706 95,<wb>сък|рі
121,<wb>се
56,<wb>въ
108 102 400 95,<wb>мо|на|стъі|рі
953 82,<wb>іска|ше
71,<wb>же
135,<wb>его
100,<wb>з
353 199 363,<wb>мѣ|се|ць
5596,<wb>едва
39,<wb>і
3141 82,<wb>обрѣто|ше
62,<wb>не
108 28 82,<wb>мо|г|ше
71,<wb>же
135,<wb>его
4200 943,<wb>пріноу|діті
56,<wb>въ
390,<wb>тоу
4815 679,<wb>слоуж|боу
7809 82,<wb>оумолі|ше
39,<wb>і
700 36 401,<wb>оучіте|л|нъіі
577 153,<wb>сто|ль
127 11 52,<wb>прѣ|е|ті
39,<wb>і
3656,<wb>оучіті
1170 16,<wb>філософ|і
176 19 653 292,<wb>то|з|ем|це
39,<wb>і
3048 6849,<wb>стран|нъіе
75,<wb>съ
155 203 7,<wb>вьс|ако|ю
4815 6707,<wb>слоуж|бою
39,<wb>і
3738 7,<wb>помошті|ю
67,<wb>по
176,<wb>то
121,<wb>се
90 1359,<wb>прі|еть
165,<wb>бѣ
71,<wb>же
3681 276,<wb>ань|ніі
3556 675,<wb>патріар|хь
4493 349,<wb>ере|сь
2274 28 153,<wb>въздві|г|ль
1089,<wb>глаголе
62,<wb>не
1451,<wb>творіте
1388,<wb>чьсть
3501 106,<wb>светъі|мь
4761 102 106,<wb>іко|на|мь
2805 2515,<wb>събра|вше
190 119 106,<wb>сь|нь|мь
4334 82,<wb>облічі|ше
39,<wb>і
99,<wb>ѣко
1133 63,<wb>непра|во
3559,<wb>глаголеть
39,<wb>і
168 3356 82,<wb>із|гна|ше
135,<wb>его
75,<wb>съ
577 66,<wb>сто|ла
5338,<wb>он
71,<wb>же
141,<wb>рече
5853 74 653,<wb>насі|лі|ем
296,<wb>ме
168 3356 82,<wb>із|гна|ше
77,<wb>а
62,<wb>не
127 727 2515,<wb>прѣ|прѣ|вше
364,<wb>мене
62,<wb>не
507 32,<wb>може|т
112,<wb>бо
121,<wb>се
748,<wb>ніктоже
7778,<wb>протівіті
5377,<wb>словесемь
3865,<wb>моімь
5358,<wb>царь
71,<wb>же
75,<wb>съ
2838 3153,<wb>патрі|кіі
3474 180,<wb>оустроі|вь
5298,<wb>філософа
4077,<wb>посла
68,<wb>на
484,<wb>нь
5337,<wb>рекь
311,<wb>тако
201,<wb>аште
2137,<wb>можеші
1679 82,<wb>юно|ше
75,<wb>съ
127 7813,<wb>прѣ|прѣті
176,<wb>то
404,<wb>пакъі
577 153,<wb>сто|ль
424,<wb>своі
3115 116,<wb>прііме|ші
4640,<wb>онь
71,<wb>же
4760 96 180,<wb>оуз|рѣ|вь
5298,<wb>філософа
592 102,<wb>ю|на
6403,<wb>тѣломь
39,<wb>і
227,<wb>іже
165 887,<wb>бѣ|хоу
4077 60,<wb>посла|ні
40,<wb>с
730,<wb>німь
141,<wb>рече
150,<wb>къ
730,<wb>німь
1355,<wb>въсі
8000 2585 17,<wb>под|ножі|а
563,<wb>моего
3006,<wb>нѣсте
7951,<wb>достоінъі
176,<wb>то
376,<wb>како
695,<wb>азь
40,<wb>с
1805,<wb>вамі
121,<wb>се
245 324,<wb>хо|штоу
7652,<wb>прѣті
1170,<wb>філософ
71,<wb>же
150,<wb>къ
398,<wb>немоу
141,<wb>рече
62,<wb>не
1468 3094,<wb>людь|скаго
1751 33,<wb>объіча|ѣ
7319,<wb>дрьжі
208,<wb>нъ
1872,<wb>божіі
1326,<wb>заповѣді
100 95,<wb>з|рі
308,<wb>ѣкоже
112,<wb>бо
313,<wb>есі
39,<wb>і
288 16,<wb>тъі|і
377,<wb>оть
4381,<wb>земле
39,<wb>і
499 358,<wb>доу|шоу
5863,<wb>богомь
4787 1295 119,<wb>съста|вле|нь
311,<wb>тако
39,<wb>і
478,<wb>мъі
1355,<wb>въсі
176,<wb>то
68,<wb>на
451 182,<wb>зем|лю
100 174,<wb>з|ре
4694,<wb>чловѣче
62,<wb>не
3813 89,<wb>грь|ді
121,<wb>се
404,<wb>пакъі
71,<wb>же
545 276,<wb>ан|ніі
1353,<wb>отвѣшта
62,<wb>не
6250 85,<wb>подоб|но
715,<wb>есть
56,<wb>въ
7950 119,<wb>есе|нь
7090 363,<wb>цвѣть|ць
5981,<wb>іскаті
122,<wb>ні
4809,<wb>старца
68,<wb>на
893 795,<wb>воі|скоу
65 102 52,<wb>г|на|ті
99,<wb>ѣко
1679 358,<wb>юно|шоу
2041 247,<wb>нѣко|его
62 217 61,<wb>не|сто|ра
1170,<wb>філософ
71,<wb>же
1353,<wb>отвѣшта
144,<wb>емоу
301 106,<wb>са|мь
68,<wb>на
121,<wb>се
2491,<wb>вінъі
2177 608,<wb>обрѣта|еші
80 215,<wb>р|ці
56,<wb>въ
620 7,<wb>коу|ю
4593 1297,<wb>врь|стоу
4338,<wb>доуша
7422 7955,<wb>сіл|нѣіші
4876 199,<wb>теле|се
5338,<wb>он
71,<wb>же
141,<wb>рече
68,<wb>на
6568,<wb>старость
2449,<wb>філософь
141,<wb>рече
176,<wb>то
68,<wb>на
620 7,<wb>коу|ю
238,<wb>те
5745,<wb>брань
223 7037,<wb>го|німь
68,<wb>на
4876 23 274,<wb>теле|с|ноу
518,<wb>ілі
68,<wb>на
7643 18 274,<wb>доухо|в|ноу
5338,<wb>он
71,<wb>же
141,<wb>рече
68,<wb>на
7643 18 274,<wb>доухо|в|ноу
1170,<wb>філософ
1353,<wb>отвѣшта
176,<wb>то
288,<wb>тъі
457,<wb>нъінѣ
7422 968,<wb>сіл|нѣі
1178,<wb>хоштеші
503,<wb>бъіті
105,<wb>да
62,<wb>не
7099,<wb>глаголі
5075,<wb>нам
373 259 675,<wb>та|цѣ|хь
4957 229,<wb>пріть|чь
62,<wb>не
417,<wb>без
2784,<wb>врѣмене
112,<wb>бо
7090 363 25,<wb>цвѣть|ць|ь
1305 106,<wb>іште|мь
122,<wb>ні
68,<wb>на
893 795,<wb>воі|скоу
614,<wb>тебе
223 7037,<wb>го|німь
1954 6331,<wb>сра|мль
71,<wb>же
121,<wb>се
6911,<wb>старць
39,<wb>і
2005 172,<wb>іна|мо
1405,<wb>обраті
2633,<wb>бесѣдоу
39,<wb>і
141,<wb>рече
80 215,<wb>р|ці
195,<wb>мі
1679 82,<wb>юно|ше
376,<wb>како
508 1297,<wb>крь|стоу
1659 174 274,<wb>разо|ре|ноу
762 324,<wb>соу|штоу
62,<wb>не
2083 726,<wb>кланѣ|емь
121,<wb>се
144,<wb>емоу
122,<wb>ні
874 31 230 726,<wb>ло|б|за|емь
135,<wb>его
77,<wb>а
237,<wb>въі
201,<wb>аште
4761 102,<wb>іко|на
39,<wb>і
156,<wb>до
918 1481,<wb>прь|сіі
762 166,<wb>соу|шті
6130,<wb>пісана
1388,<wb>чьсть
561,<wb>еі
4243 91,<wb>творе|ште
62,<wb>не
490 440,<wb>стъі|діте
121,<wb>се
2449,<wb>філософь
71,<wb>же
1353,<wb>отвѣшта
613 52 95,<wb>че|ті|рі
112,<wb>бо
613 147,<wb>че|сті
4600,<wb>крьсть
3811,<wb>імать
39,<wb>і
201,<wb>аште
2280,<wb>едіна
5016,<wb>честь
135,<wb>его
73 679 3036,<wb>оу|боу|деть
176,<wb>то
1019,<wb>оуже
524,<wb>своего
62,<wb>не
5204 1359,<wb>ѣвлѣ|еть
6065,<wb>образа
77,<wb>а
4761 102,<wb>іко|на
4150,<wb>тькмо
377,<wb>оть
1385,<wb>ліца
5204 1359,<wb>ѣвлѣ|еть
501 19,<wb>обра|з
6022 7,<wb>подобі|ю
485,<wb>того
538,<wb>егоже
710 79,<wb>боу|де
2141,<wb>пісано
62,<wb>не
966 63 103,<wb>ль|во|ва
112,<wb>бо
1385,<wb>ліца
122,<wb>ні
1213 129 17,<wb>ръі|сі|а
100 95 133,<wb>з|рі|ть
227,<wb>іже
952 133,<wb>віді|ть
208,<wb>нъ
638 4231,<wb>пръ|ваго
4494,<wb>образь
404,<wb>пакъі
6251,<wb>старьць
141,<wb>рече
376,<wb>како
121,<wb>се
2083 726,<wb>кланѣ|емь
508 1297,<wb>крь|стоу
417,<wb>без
1456 2905,<wb>напіса|ніа
77,<wb>а
154 2515 106,<wb>бъі|вше|мь
39,<wb>і
7678,<wb>інѣмь
508 4568,<wb>крь|стомь
4761 102,<wb>іко|на
71,<wb>же
201,<wb>аште
62,<wb>не
3811,<wb>імать
1456 102,<wb>напіса|на
976,<wb>імене
538,<wb>егоже
5341,<wb>боудеть
4494,<wb>образь
176,<wb>то
62,<wb>не
1451,<wb>творіте
561,<wb>еі
2186,<wb>чьсті
1170,<wb>філософ
71,<wb>же
1353,<wb>отвѣшта
1819 148,<wb>въса|къі
112,<wb>бо
4600,<wb>крьсть
6250 119,<wb>подоб|нь
4494,<wb>образь
268 32,<wb>іма|т
959 403,<wb>хрісто|воу
508 1297,<wb>крь|стоу
77,<wb>а
4761 139,<wb>іко|нъі
960,<wb>въсе
62,<wb>не
241 2783,<wb>ма|ють
6023,<wb>едінь
4494,<wb>образь
6911,<wb>старць
71,<wb>же
141,<wb>рече
914,<wb>богоу
5337 358,<wb>рекь|шоу
150,<wb>къ
7840 7,<wb>моусе|ю
62,<wb>не
3612,<wb>сътворіші
1819 59 58,<wb>въса|ко|го
6022 17,<wb>подобі|а
376,<wb>како
237,<wb>въі
4243 91,<wb>творе|ште
2083 661,<wb>кланѣ|ете
121,<wb>се
1170,<wb>філософ
71,<wb>же
958 403,<wb>проті|воу
1135,<wb>семоу
1353,<wb>отвѣшта
