page_no|page_text|gloss_thing
250a| в͗сѣхъ• и недѹгꙑ носити• ꙗкоже съврьшьнъ страдальць• идеже бо большь трѹдъ• м͗нога приобрѧщѧ• добрꙑ ѹченикы аще любить• хвалꙑ емѹ нѣсть• нъ паче непокоривѣишѧ кротостиѭ покарѧти нꙑ в͗сь врѣдъ• тѣмьжде пластꙑрьмь лѣкѹеть сѧ• раꙁдраженьꙗ всѣхъ ꙗко ꙁмьи• и кротъкꙑꙗ ꙗко голѹби• да ꙗвѣ сѫщаꙗ емѹ въ лице•|
250b| а невидимаа да просить ꙗвити емѹ• да ничесоже лихъ бѫдеть• нъ въ в͗сеи бл҇ⷣти да иꙁобилѹеть• врѣмѧ бо истѧꙁаеть и• ꙗко кръмьчи противѫ вѣтромъ• и бѹрѧмъ д҃холѹкавьнъихъ стоꙗти крѣпъцѣ• и наставити трѹждаѭщаꙗ сѧ• въ пристанище волѧ бж҃ьꙗ• гл҃еть же и г҃ь• иже хощеть въ васъ больи бꙑти• бѫди всѣмъ рабъ• и в͗сѣм͗ слѹж͗никъ|
250c| и болии въ васъ ꙗко мьнии• и старѣиї ꙗко слѹжа• и ꙗко рече сѧ• обраꙁъ да бѹдеть о в͗семь сѫщиимъ подобни съмѣреномѫдрьꙗ• ꙗкоже и г҃ь г҃лѧ• с҃нъ не приде да слѹжать емѹ• нъ да послѹжить• и дасть д҃шѫ своѭ иꙁбавление ꙁа многꙑ• и пакы• вꙑ же не нарицаите сѧ настав͗ници• единъ бо есть навставьникъ вашь х҃ъ• емѹже слава въ вѣкꙑ вѣком|
250d| АМИН рі҃в ⁘Ꙍ ОТЪРИЦѦНЬИ⁘ Отърицаꙗи сѧ• длъжьнъ есть помꙑшленьимь прѣстѹпити• отъ видимꙑхъ невидимꙑхъ въꙁирати• видимаа бо врѣмен͗на сѫть• а невидимаа вѣчна• сего бо ради именѹеть сѧ отъреченье• ꙗко ꙁемльнꙑхъ отърицаѭще сѧ• нб҃снѹмѹ обѣщаваемъ сѧ• и сьдещьнее|
251a| очс҃тво оставлѧѫще• ищемъ иїм҃а• миромꙑсльнꙑхъ отъходѧще• дх҃вьныхъ съпрѧмлѧемъ сѧ• аще хощемъ сътѧжати добрꙑꙗ дѣтѣли• то имѣимъ въꙁдрьжанье• трьпѣние• съмѣрение• надъ вьсѣми же сими• частѹѭ мл҃твѹ• и ѹдобь съврьшимъ• на неже чьстимъ сѧ• ꙗкоже бо хотѧ съꙁьдати хроминѫ• в͗се вещьство прѣжде ѹготовить на съконьчанье•|
251b| и їже свои храмъ• сирѣчь съꙁьдание храминꙑ• начьнъ обитѣли троицѧ• аꙁъ бо рече и оц҃ь мои придевѣ• и прѣбꙑвание въ немь створивѣ• и д҃хъ живеть въ васъ къ съврьшениѭ• добродѣтѣльнѹ бꙑти житьѭ• рѧдов͗ное есть въꙁдрьжѧние• и трьпѣнье и мѣреномѫдрье• и млт҃ва• неиꙁдреченнѫ бо и непрѣстаннѫ правьдѹ• трѹди и подвиꙁи раждаѭть• и ничьтоже|
251c| трѹди противѹ великотѣ• благославьꙗ добродѣаниемь раждаемаго• ꙗкоже и г҃ь въꙁвѣщаеть• ꙗко скръбь їмѣти имате въ мирѣ семь• ꙗвѣ бо ꙗко подвигъ и страстьи трꙑꙁнь есть нꙑнѣщьнее житье• а почестьи грѧдѹще• въꙁлюбимъ ѹбо г҃а цѣломѫдрьнѣ• да подасть намъ ꙗже обѣща благаа любѧщимъ и• ихъже око не видѣ и ѹхо не слꙑша•|
251d| и на ср҃це чл҃че не въꙁиде• подвигнѣмъ сѧ ѹдолѣти плъти• и мꙑсли еꙗ дх҃омь бж҃иемь• одолѣимъ сотонѣ ꙁмьѭ• ѹкрѣплѧѭщиимь нꙑ дх҃мь• въꙁьмѣмъ крс҃тъ• идѣмъ въ слѣдъ побѣдотворьца ис҃а• подвигнѣмъ сѧ тещи правѣ и надежьнѣ• да постигнемъ• въꙁдаждѫ вꙑшьнѧго ꙁъваньꙗ о х҃ѣ• вьсь бо текꙑ иꙁвѣстьнѣ а не неиꙁвѣстьнѣ• постигнеть почьсть отъреченьꙗ:|
252a| и чистотꙑ многотрѹдьное• и м͗ногомьꙁдьное богатьство• пишеть же петръ• ꙗко новорождени младеньци г҃лѧ• словесьное беꙁльстьное млѣко въꙁлюбите• да о немь въꙁдрастете• ꙗже въꙁдращаеть и просвѣщаеть чл҃ка• добрꙑми дѣлꙑ• и павьлъ• облѣцѣте сѧ въ в͗сѧ орѹжьꙗ бж҃ьꙗ• да въꙁможете стати противѫ къꙁнемъ непрьꙗꙁниномъ• ꙗко нѣсть наша брань къ кръви и плъти• нъ къ властемъ|
252b| къ влчс҃твомъ• къ миродрьжителемъ тьмꙑ• къ дх҃овьнꙑмъ ꙁълобꙑ• и пакꙑ• надъ вьсѣми приимъше щитъ вѣрѫ• въ немьже въꙁможете в͗сѧ стрѣлꙑ ꙁълаго раждьженꙑꙗ ѹгасити• молѧще сѧ въ всѧ врѣмена• и в͗се само бъдѧще• и въ в͗семь трьпѣньи• и мл҃твѣ• тако бо подвиꙁаѭще сѧ• въꙁможете въ истинѹ в себѣ обраꙁити обраꙁъ хв҃ъ всѣмъ житьимь• привѣтомь• словомь•|
252c| дѣломь• трьпѣньемь• мѹжьстомь• мѹдростьѭ• цѣломѫдрьемь• правьдоѭ• длъгодѹшьемь• беꙁълобьемь• бл҃гочьстьемь• прп҇ⷣбиемь• въꙁдрьжаниимь• вѣроѭ• ѹпъваньемь• любовьѭ съврьшеноѭ къ б҃ѹ• сѫщии бо истиньни подвижьници• в͗сего въꙁдрьжѧть сѧ• всеѭ добродѣтельѭ• и ꙁаповѣдьѭ бж҃ьеѭ живѫть• ꙗкоже реже ап҃лъ• мꙑ живи въ съмрьть|
252d| прѣдаемъ сѧ х҃а ради• да и животъ ис҃въ ꙗвить сѧ въ мрьтвьнѣи плъти нашеи• вѣмъ бо ꙗко ꙁемльнаꙗ наша храмина тѣлесьнаа раꙁорит͗ сѧ• съꙁьдание отъ б҃а имамъ• храминѹ нерѹкотворенѹ на нб҃сехъ• ибо о семь въꙁдꙑхаемъ въ жилище наше нб҃сное• облѣщи сѧ желаѭще• аще ли облъкъше сѧ• наꙁи обрѧщемъ сѧ• чрьнориꙁьць не имать власти ни о чесомьже• ни волѧ своеꙗ:|
253a| не живѫ бо рече юже аꙁъ• живеть же въ м͗нѣ х҃ъ• и пакꙑ• не оженеи сѧ• печеть сѧ гс҃кꙑми како ѹгодити г҃ѹ• и съврьшити дѣло его• ꙗко да прославить сѧ вѣч͗нѣ• плътьнии бо дхв҃нꙑхъ дѣати не могѹть• ни дх҃внии плътнꙑхъ• подобаеть ѹбо хотѧщѫмѹ• ан͗глс҃кꙑмь пожити житиемь сътѧжати мѫдрость ꙁмиинѭ• и кротость голѹбинѭ• да раꙁѹмѣваеть в͗се что|
253b| е волѧ бж҃ьꙗ• добраа и ѹгоднаа• и съврьшенаа• да прославить сѧ б҃ъ въ в͗сѣхъ• бг҃очьстивъимь нашимь чиномь• и чистꙑмь житиемь• да ꙁьрѧщеи насъ поꙁнаѭть• ꙗко племѧ с҃то и бл҃но есмъ с҃на б҃а жива• въ в͗семь словеси• стꙑдьливи кротостьѭ• житьемь• въниманиемь• тѣм͗же ни о чьсомьже подобить сѧ мирьнꙑмъ• ни по единомѹже обраꙁѹ•|
253c| нъ бг҃очьтивъимъ бг҃очьтьꙗ нашего ѹчителем͗• всѣмь ѹмѣниимь• мѫдростьѭ и прав͗доѭ• в͗се ѹбо тврьдьѭ храни своѭ свѣщѫ• чистостьнѫѭ• ꙗкоже и хв҃и дрѹꙁи• порьвьнѹи ихъ житиѭ• бѫди ꙗко иѡанъ хв҃ъ пр҇ⷣча• чистъи гн҃ь вѣстьникъ• и иѡанъ напрьсокъ г҃нь• егоже и люблѧше ис҃ъ ꙗко чиста• павлъ варнава• тимотъ• иже течение чистотꙑ• и подвигъ|
253d| бескврьньнѣ съврьшишѧ• ꙗко истин͗нии подоб͗ници хв҃и• нъ и їлиїно• и иѥлисѣово• и инѣхъ житье• обрѧщеши таково• чисто и непороч͗но• аще же симъ хощеши подобити сѧ• сильнѣ подобити сѧ стр҃пцемъ• ихъже въꙁираѭще• исхода подобите сѧ• житьѭ и вѣрѣ• и еже подобити ми бꙑваите• ꙗкоже и аꙁъ х҃ѹ• ꙗко хв҃и подобителе сильнѣ подобѧть сѧ так҇ⷪвиї•|
254a| и блажени сѫть• рече же и г҃ь къ ѥтерѹ• ходи въ слѣдъ мене• онъ же гл҃а емѹ• г҃и повели ми дрѣвле шьдъше погрети оц҃а моего• рече же г҃ь• остави мрьтвꙑꙗ погрети своꙗ мрьтвьцѧ• рече же и дрѹгѹмѹ• ходи по м͗нѣ• онъ же рече• г҃и повели ми ити и ѿрещи сѧ иже сѫть въ домѹ моемь• онъ же рече емѹ• ник͗тоже въꙁложь рѫкꙑ своеꙗ на рало• и ꙁьрѧ въспѧть• ѹправленъ есть въ|
254b| црс҃тво нб҃сное• и приводить• иже грѧдеть въ слѣдъ мене• и не въꙁненавидить оц҃а своего• и мт҃ре и женꙑ и дѣтии• и сестръ• еще же и д҃шѧ своеꙗ• не можеть мои бꙑти ѹченикъ• и иже хощеть по м͗нѣ ити да ѿврьжеть сѧ себе• и въꙁьметь кр҃стъ свои• и грѧдеть по м͗нѣ• да идеже есмь аꙁъ• тѹ и слѹжѧи м͗нѣ да бѫде• славѧ мѧ съ оц҃емь и животворѧщиїмь и ст҃ꙑмъ д҃хмь• въ бесконьчьнꙑꙗ вѣкꙑ вьсѧ|
