3563,кьнігъі
1308,пріѧтъ
41,же
180,оубо
720,хлѣбъ
258,ісъ
15,і
1364,хвалѫ
3826,въздавъ
307,дастъ
809,оученікомъ
16,а
465,оученіці
1752,народомъ
830,такожде
15,і
179,от
239 347,ръі|боу
685,еліко
2494,хотѣахѫ
15,і
86,ѣко
3830,насъітішѧ
57,сѧ
112,гла
809,оученікомъ
607,своімъ
2346 1649,събе|рѣте
3403 130,ізбъітъ|къі
3416,оукроухъ
55,да
46,не
3671,погъібнетъ
3853,нічьтоже
2273,събърашѧ
41,же
15,і
3175,ісплънішѧ
1572,дьвѣ
47,на
684,десѧте
50 1 475,ко|ш|ніці
3416,оукроухъ
74,отъ
1763,пѧті
452 215,хлѣ|бь
23 421 96 565,ѧ|чъ|нѣ|нъііхъ
182,іже
144 637,із|бъішѧ
2472 2070,ѣдъ|шіімъ
4452,члці
41,же
989,відѣвъше
1512,знаменіе
234,еже
212,сътворі
258,ісъ
874,глаахѫ
86,ѣко
131,сь
140,естъ
39,въ
731,істінѫ
4314,прркъ
2332,грѧдъіі
39,въ
569,міръ
989,відѣвъше
4452,члці
1561,знаменіѣ
32,ѣ
2677,творѣаше
258,ісъ
874,глаахѫ
86,ѣко
131,сь
140,естъ
39,въ
731,істінѫ
4314,прркъ
2332,грѧдъіі
60,вь
569,міръ
258,ісъ
41,же
2396,разоумѣвъ
86,ѣко
2494,хотѣахѫ
1199,пріті
55,да
740 519 1405 15,вьс|хъі|тѧтъ|і
15,і
652 906 15,сътво|рѧтъ|і
2221,црѣ
1157,отіде
323,пакъі
39,въ
1538,горѫ
358,едінъ
15,і
86,ѣко
2394,поздѣ
113 42,бъі|ст
2474 146,сьні|дѫ
465,оученіці
102,его
47,на
1270,море
15,і
2617 198 71,вълѣ|зь|ше
39,въ
1729,корабь
3510,ідѣахѫ
47,на
274,онъ
1532,полъ
2570,морѣ
39,въ
2327 20 2794,капе|р|наоумъ
15,і
2077,тъма
503,абіе
649,бъіс
15,і
46,не
37,оу
103,бѣ
260,кь
409,німъ
3844,прішелъ
258,ісъ
1270,море
41,же
59 598,вѣ|троу
267 6,велі|ю
2316 789,дъіха|ѭштоу
368 148,въста|аше
27 82 189 71,г|ре|бъ|ше
41,же
86,ѣко
15,і
15,і
885,пѧть
118 1839,ста|діі
61,лі
27 58,г|ті
678 390,оузь|рѣшѧ
41,же
296,іса
4587,ходѧшта
51,по
2899,морю
512 198,блі|зь
3361,кораблѣ
2497,бъівъша
2971,оубоѣшѧ
57,сѧ
274,онъ
41,же
112,гла
114,імъ
582,азь
473,есмъ
46,не
2808,боіте
57,сѧ
2494,хотѣахѫ
66,бо
1361,пріѧті
15,і
39,въ
1729,корабь
15,і
503,абіе
649,бъіс
4357,корабль
47,на
956,землі
39,въ
3850,нѭже
3510,ідѣахѫ
39,въ
670 20 487 15,оут|р|трѣ|і
41,же
63 9,де|н
824,народъ
182,іже
160 2805,сто|ѣаше
151,об
274,онъ
1532,полъ
2570,морѣ
989,відѣвъше
86,ѣко
3361,кораблѣ
1767,іного
46,не
103,бѣ
247,тоу
1454,тъкмо
358,едінъ
38,тъ
39,въ
1421,ньже
3810,вънідѫ
465,оученіці
102,его
86,ѣко
46,не
715,въні
54,съ
1060,оученікъі
923,своімі
258,ісъ
39,въ
744 189,кора|бъ
68,нъ
2132,едіні
465,оученіці
102,его
478,ідѫ
624,іні
41,же
823,прідѫ
3070,корабі
179,от
58 101 3357,ті|ве|ріѧ
512 198,блі|зь
1411,мѣста
579,ідеже
3266,ѣшѧ
2056,хлѣбъі
1364,хвалѫ
936 310,възда|ѭште
3553,бві
246,егда
41,же
1054,відѣшѧ
1178,народі
86,ѣко
258,ісъ
46,не
649,бъіс
247,тоу
43,ні
465,оученіці
102,его
2617 828,вълѣ|зѫ
1485,самі
39,въ
1862 245,кораб|лѧ
15,і
823,прідѫ
39,въ
2327 53 1034,капе|ра|оумъ
2029 84,іскѫ|ште
296,іса
15,і
4271,обрѣтъше
15,і
151,об
274,онъ
1532,полъ
2570,морѣ
390,рѣшѧ
119,емоу
1120,оучітелю
1952,когда
2073,сѣмо
338,пріде
1175,отвѣшта
258,ісъ
15,і
120,рече
114,імъ
573,амін
573,амін
223,глѭ
207,вамъ
2171,іштете
227,мене
86,ѣко
3352,відѣсте
1561,знаменіѣ
68,нъ
86,ѣко
32 61,ѣ|лі
805,есте
2056,хлѣбъі
15,і
1643 194,насъіті|сте
57,сѧ
472 334,дѣла|іте
46,не
4520 69,браш|но
203 30 147 2473,гъі|б|нѫ|штее
68,нъ
4520 69,браш|но
779 310 10,прѣбъіва|ѭште|е
39,въ
4036,жівотѣ
4239 3743 44,вѣч|нѣа|мъ
441,егоже
325,снъ
2068,члчь
207,вамъ
307,дастъ
275,сего
66,бо
638,оць
4486,знамена
189,бъ
472 334,дѣла|іте
46,не
4520 69,браш|но
203 30 147 2473,гъі|б|нѫ|штее
68,нъ
4520 69,браш|но
779 310 10,прѣбъіва|ѭште|е
39,въ
4036,жівотѣ
949 96 3029,вѣчь|нѣ|ам
441,егоже
325,снъ
2068,члчь
207,вамъ
307,дастъ
275,сего
66,бо
638,оць
4486,знамена
189,бъ
390,рѣшѧ
41,же
260,кь
321,немоу
411,чьто
2798 44,сьтворі|мъ
55,да
472 286,дѣла|емъ
472,дѣла
308 16,бжі|а
1175,отвѣшта
114,імъ
98,іс
15,і
120,рече
75,се
140,естъ
1128,дѣло
1014,бжіе
55,да
3933,вѣроуете
39,въ
128,ть
441,егоже
274,онъ
3030,посьла
390,рѣшѧ
41,же
260,кь
321,немоу
1022,кое
180,оубо
183,тъі
1680,творіші
1512,знаменіе
55,да
2081,відімъ
15,і
713,вѣрѫ
461 44,іме|мъ
281,тебѣ
411,чьто
472 532,дѣла|еші
2389,оці
1330,наші
32 57,ѣ|сѧ
105 9 147,ма|н|нѫ
39,въ
1374,поустъіні
242,ѣкоже
593,есть
1928,пісано
452 30,хлѣ|б
22,с
1414,нбсе
55 22,да|с
114,імъ
1146,ѣсті
120,рече
41,же
114,імъ
258,ісъ
573,амін
573,амін
223,глѭ
207,вамъ
46,не
2278,мосі
55 22,да|с
2271,вам
452 30,хлѣ|б
22,с
1414,нбсе
104,нь
638,оць
250,моі
55 22,да|с
2271,вам
720,хлѣбъ
2318 108,істін|нъі
54,съ
1414,нбсе
452 215,хлѣ|бь
66,бо
659,бжіі
140,естъ
2567 15,съходѧ|і
54,съ
1414,нбсе
15,і
55 456,да|ѧі
507 31,жіво|т
17 903,в|семоу
1580,міроу
4609,аз
473,есмъ
720,хлѣбъ
787 329,жівотъ|нъіі
1387,грѧдъі
260,кь
1964,мънѣ
46,не
489,іматъ
737 1333 97 58,възь|ал|ка|ті
57,сѧ
15,і
2108,вѣроуѧі
39,въ
142,мѧ
46,не
489,іматъ
39 1716 645,въ|ждѧ|даті
57,сѧ
1568,ніколіже
68,нъ
710,рѣхъ
207,вамъ
86,ѣко
70,ві
91 194,дѣ|сте
142,мѧ
15,і
46,не
3933,вѣроуете
1347,все
234,еже
307,дастъ
89,мі
1872,оцъ
260,кь
485,мнѣ
669,прідетъ
15,і
410 90 1004,грѧ|до|штааго
83,къ
485,мнѣ
46,не
978 147,іжде|нѫ
1825,вонъ
86,ѣко
1916 95,съні|дъ
54,съ
1414,нбсе
55,да
46,не
2082,творѭ
4247,волѧ
1078,моеѧ
68,нъ
2754,волѭ
2563,посълавъшааго
142,мѧ
75,се
41,же
140,естъ
2447,волѣ
2563,посълавъшааго
142,мѧ
539,оца
55,да
1085,въсе
234,еже
55 22,да|с
89,мі
46,не
3211 417,погоуб|лѭ
179,от
426,него
68,нъ
1740 355,вьскрѣ|шѫ
15,і
39,въ
2853,послѣдьніі
661,день
75,се
140,естъ
2447,волѣ
539,оца
469,моего
55,да
2269,всѣкъ
4705,відѧі
560,сна
15,і
2108,вѣроуѧі
17,в
104,нь
489,іматъ
787,жівотъ
3197,вѣчьнъі
15,і
582,азь
1895 355,въскрѣ|шѫ
15,і
39,въ
4857,послѣдьні
661,день
4648 3580,ръпъ|таахѫ
41,же
892,іюдеі
11,о
442,немь
86,ѣко
120,рече
4609,аз
473,есмъ
720,хлѣбъ
3312 213,съше|дъі
54,съ
1414,нбсе
15,і
874,глаахѫ
46,не
131,сь
61,лі
140,естъ
258,ісъ
3820,снь
1025 929,іосіф|овъ
862,емоуже
184,мъі
316 521,зна|ем
539,оца
15,і
13 436,м|трь
280,како
180,оубо
131,сь
4137,глтъ
86,ѣко
54,съ
1414,нбсе
2474 95,сьні|дъ
4899,отвѣштавъ
41,же
98,іс
120,рече
114,імъ
46,не
92 287 150 65,ръ|пь|шті|те
1699,междоу
1200,собоѭ
635,ніктоже
46,не
612,можетъ
1199,пріті
260,кь
343,мьнѣ
163,аште
46,не
638,оць
51 24 56 138,по|ь|ла|въі
142,мѧ
3255 2545,прівлѣ|четъ
102,его
15,і
582,азь
1895 355,въскрѣ|шѫ
15,і
39,въ
770 95 220,послѣ|дъ|ніі
1168,денъ
582,азь
473,есмъ
720,хлѣбъ
787 329,жівотъ|нъіі
2389,оці
1271,ваші
32 57,ѣ|сѧ
105 9 147,ма|н|нѫ
39,въ
1374,поустъіні
15,і
622 390,оумь|рѣшѧ
131,сь
140,естъ
720,хлѣбъ
2567 15,съходѧ|і
131,сь
1414,нбсе
55,да
163,аште
292,кто
179,от
426,него
2845,ѣстъ
46,не
2125,оумьретъ
582,азь
473,есмъ
720,хлѣбъ
111 524,жі|въіі
3312 213,съше|дъі
131,сь
1414,нбсе
163,аште
292,кто
131 481,сь|нѣстъ
179,от
2052,хлѣба
275,сего
1202,жівъ
273,бѫдетъ
39,въ
1007,вѣкъі
720,хлѣбъ
66,бо
441,егоже
2848,дамъ
231,азъ
1870,пльть
460,моѣ
140,естъ
1100,ѭже
582,азь
2848,дамъ
107,за
787,жівотъ
3002,всего
704,міра
4995 177,пьрѣ|ахѫ
41,же
57,сѧ
892,іюдеі
1699,междоу
1200,собоѭ
1246,глште
280,како
131,сь
612,можетъ
2218,плъть
554,своѭ
645,даті
378,намъ
1146,ѣсті
120,рече
41,же
114,імъ
258,ісъ
573,амін
573,амін
223,глѭ
207,вамъ
163,аште
46,не
131 2369,сь|нѣсте
2114,пльті
560,сна
269 185,чл|ча
43,ні
170 351,пі|ете
1360,кръве
102,его
1823,жівота
46,не
921,імате
39,въ
356,себѣ
2701 15,ѣдъі|і
2218,плъть
674,моѭ
15,і
170 456,пі|ѧі
2177,кръвь
674,моѭ
489,іматъ
787,жівотъ
3789,вѣчьнъіі
15,і
582,азь
1895 355,въскрѣ|шѫ
15,і
39,въ
2853,послѣдьніі
661,день
2701,ѣдъі
2218,плъть
674,моѭ
15,і
170 456,пі|ѧі
349 17,кръ|в
674,моѭ
39,въ
485,мнѣ
2955,прѣбъіваетъ
15,і
582,азь
39,въ
623,немъ
242,ѣкоже
3030,посьла
142,мѧ
2333,жівъі
1872,оцъ
15,і
582,азь
1126,жівѫ
539,оца
290,раді
15,і
2701 15,ѣдъі|і
142,мѧ
15,і
38,тъ
1202,жівъ
273,бѫдетъ
227,мене
290,раді
131,сь
140,естъ
720,хлѣбъ
3312 213,съше|дъі
131,сь
1414,нбсе
46,не
242,ѣкоже
32 57,ѣ|сѧ
2389,оці
1271,ваші
105 9 147,ма|н|нѫ
15,і
622 390,оумь|рѣшѧ
2701 15,ѣдъі|і
452 215,хлѣ|бь
131,сь
1202,жівъ
273,бѫдетъ
39,въ
59 260,вѣ|кь
79,сі
120,рече
39,въ
131 68 89 150,сь|нъ|мі|шті
1223,оучѧ
39,въ
2327 20 47 1779,капе|р|на|оумѣ
765,мнозі
41,же
270 2263,слъіша|вше
74,отъ
4165,оученікь
102,его
390,рѣшѧ
2797 50,жесто|ко
140,естъ
364,слово
75,се
4099,кьто
612,можетъ
102,его
477 58,слоуша|ті
1874,вѣдъі
41,же
258,ісъ
39,въ
356,себѣ
86,ѣко
4648 2299,ръпъ|штѫтъ
465,оученіці
102,его
120,рече
114,імъ
75,се
61,лі
138,въі
187 697 38,бла|зні|тъ
163,аште
180,оубо
1696,оузьріте
560,сна
269 185,чл|ча
2529 129,въсходѧ|шта
579,ідеже
103,бѣ
15,і
443,прѣжде
647,дхъ
140,естъ
182,іже
111 101 31,жі|ве|т
16,а
74,отъ
3254,плъті
481,нѣстъ
2124 1465,поль|зѧ
538 3280,ніко|еѧже
1495,глъі
600,ѧже
582,азь
1924,глахъ
2271,вам
647,дхъ
331,сѫтъ
15,і
507 31,жіво|т
331,сѫтъ
68,нъ
331,сѫтъ
179,от
2403,вась
3249,етері
182,іже
46,не
2972,вѣроуѭ
2164,вѣдѣаше
66,бо
3670,ісконі
258,ісъ
292,кто
331,сѫтъ
46,не
499 1371,вѣроу|ѭшті
15,і
292,кто
140,естъ
3241,хотѧі
3300,прѣдаті
15,і
766,глааше
275,сего
290,раді
710,рѣхъ
207,вамъ
86,ѣко
635,ніктоже
612,можетъ
1199,пріті
260,кь
485,мнѣ
163,аште
46,не
273,бѫдетъ
2537,дано
119,емоу
54,съ
2115,въіше
179,от
539,оца
469,моего
179,от
275,сего
765,мнозі
179,от
951,оученікъ
102,его
478,ідѫ
3610,вьспѧть
15,і
260,кь
546,томоу
46,не
2939,хождаахѫ
131,сь
409,німъ
120,рече
41,же
98,іс
2591,обѣма
47,на
684,десѧте
613,еда
15,і
138,въі
1368,хоштете
741,іті
255,отъвѣшта
119,емоу
1628,сімонъ
700,петръ
222,гі
260,кь
1544,комоу
259 44,іде|мъ
1495,глъі
1823,жівота
949 401,вѣчь|нааго
1108,імаші
15,і
184,мъі
749 375,вѣрова|хомъ
15,і
865 375,позна|хомъ
86,ѣко
183,тъі
243,есі
62,хъ
325,снъ
193,ба
5017,въішьнѣаго
1437,ідѣаше
258,ісъ
39,въ
2471,галілеѭ
46,не
1216,хотѣаше
66,бо
39,въ
479 123,іюде|іхъ
2257,ходіті
86,ѣко
2117,іскаахѫ
102,его
1690,оубіті
15,і
103,бѣ
41,же
512 198,блі|зь
3130 2804,праздъ|нікь
2204,іюдеіскъ
226 482 170 222 16,ск|іно|пі|гі|а
390,рѣшѧ
41,же
260,кь
321,немоу
2950,братіѣ
102,его
109 733,прѣ|іді
179,от
1857,сѫдоу
15,і
733,іді
39,въ
479 2,іюде|ѭ
55,да
465,оученіці
386,твоі
1764,відѧтъ
472,дѣла
454,твоѣ
407,ѣже
1680,творіші
635,ніктоже
41,же
66,бо
39,въ
2992,таінѣ
1150,нічесоже
46,не
880,творітъ
15,і
2680,іштетъ
548,самъ
1668,ѣвѣ
404,бъіті
163,аште
79,сі
1680,творіші
1542,аві
57,сѧ
39,въ
903,семоу
1580,міроу
43,ні
2950,братіѣ
66,бо
102,его
749 177,вѣрова|ахѫ
60,вь
104,нь
112,гла
114,імъ
258,ісъ
666,врѣмѧ
278,мое
46,не
37,оу
338,пріде
16,а
666,врѣмѧ
580,ваше
4636,въсегда
572 52,гото|во
140,естъ
46,не
612,можетъ
569,міръ
728 886,нена|відѣті
2403,вась
227,мене
41,же
2895,ненавідітъ
86,ѣко
582,азь
288 398 514 2,вѣдѣ|тель|ствоу|ѭ
11,о
46 13,не|м
86,ѣко
472,дѣла
102,его
4415,зьла
331,сѫтъ
138,въі
1066 498,вьзі|дѣте
39,въ
3013 260,праздьні|кь
131,сь
582,азь
46,не
143 478,въз|ідѫ
39,въ
3013 260,праздьні|кь
131,сь
86,ѣко
666,врѣмѧ
278,мое
46,не
37,оу
1401,ісплъні
57,сѧ
79,сі
4925,рекь
114,імъ
544,оста
39,въ
2464,галілеі
246,егда
41,же
143 478,въз|ідѫ
2950,братіѣ
102,его
39,въ
3013 260,праздьні|кь
783,тогда
15,і
125 13,са|м
17 232 63,в|зі|де
46,не
3090,авѣ
68,нъ
86,ѣко
695,таі
892,іюдеі
41,же
2117,іскаахѫ
102,его
39,въ
1921,праздьнікъ
15,і
874,глаахѫ
3755,кьде
140,естъ
274,онъ
15,і
110 287 38,рь|пь|тъ
103,бѣ
4606,многь
11,о
623,немъ
39,въ
4538,народѣ
1024,ові
874,глаахѫ
86,ѣко
187 300,бла|гь
140,естъ
624,іні
41,же
874,глаахѫ
43,ні
68,нъ
2501 38,льсті|тъ
2222,народъі
15,і
538 81 239,ніко|то|ръі
41,же
3090,авѣ
766,глааше
11,о
442,немь
2338,страха
290,раді
3268,іюдеіска
39,въ
109 2168 2997,прѣ|поло|вленіе
3013 97,праздьні|ка
4180,възіде
258,ісъ
39,въ
4234,црквъ
15,і
2756,оучааше
15,і
2639,дівлѣахѫ
57,сѧ
892,іюдеі
1246,глште
280,како
131,сь
3563,кьнігъі
1779 217,оумѣ|етъ
46,не
37 153,оу|чь
57,сѧ
474,отъвѣштавъ
258,ісъ
120,рече
114,імъ
278,мое
3650,оученіе
481,нѣстъ
278,мое
68,нъ
2563,посълавъшааго
142,мѧ
163,аште
4099,кьто
1213,хоштетъ
2754,волѭ
102,его
991,творіті
4977,разоумѣетъ
11,о
2910,оученіі
1022,кое
74,отъ
193,ба
593,есть
61,лі
582,азь
11,о
356,себѣ
223,глѭ
3847,глѧі
11,о
356,себѣ
1749,славъі
1098,своеѧ
2680,іштетъ
16,а
2731 15,іштѧ|і
1749,славъі
2563,посълавъшааго
15,і
131,сь
4519,істіненъ
593,есть
15,і
481,нѣстъ
46 2517,не|правъдъі
60,вь
623,немъ
46,не
2278,мосі
61,лі
307,дастъ
2271,вам
2074,закона
411,чьто
227,мене
2171,іштете
1690,оубіті
474,отъвѣштавъ
824,народъ
120,рече
3373,бѣса
61,лі
1108,імаші
4099,кьто
523,тебе
2680,іштетъ
1690,оубіті
255,отъвѣшта
258,ісъ
15,і
120,рече
114,імъ
431,едіно
1128,дѣло
2857,сътворіхъ
15,і
399,вьсі
1665 65,діві|те
57,сѧ
275,сего
290,раді
4879,мосіі
307,дастъ
207,вамъ
3588 161,обрѣза|ніе
46,не
86,ѣко
179,от
2873 16,мосе|а
140,естъ
68,нъ
179,от
638,оць
15,і
39,въ
2336,сѫботѫ
3588 351,обрѣза|ете
2100,члка
163,аште
3588 161,обрѣза|ніе
1119,члкъ
1732,пріемлетъ
39,въ
2336,сѫботѫ
55,да
46,не
4435,разорітъ
57,сѧ
1191,законъ
2873 929,мосе|овъ
47,на
142,мѧ
61,лі
773 351,гнѣва|ете
57,сѧ
86,ѣко
3708,въсего
2100,члка
2350 64,съдра|ва
2857,сътворіхъ
39,въ
2953,сѫботъ
46,не
3132,сѫдіте
47,на
1110,ліца
68,нъ
1575 108,праведъ|нъі
801,сѫдъ
3132,сѫдіте
874,глаахѫ
41,же
3466,етеріі
74,отъ
2227 157 133 68,іер|сл|мѣ|нъ
46,не
131,сь
61,лі
140,естъ
441,егоже
2117,іскаахѫ
1690,оубіті
15,і
75,се
46,не
3958,обіноуѧ
57,сѧ
1335,глетъ
15,і
1150,нічесоже
119,емоу
46,не
223 31,глѭ|т
613,еда
280,како
1949,разоумѣшѧ
3600 232,кьнѧ|зі
86,ѣко
