3802,<wb>кьнігъі
71,<wb>же
955,<wb>прідѫ
3441,<wb>корабі
221,<wb>от
7421 2330,<wb>тіве|ріѧ
5476,<wb>блізь
1607,<wb>мѣста
773,<wb>ідеже
4645,<wb>ѣшѧ
2287,<wb>хлѣбъі
1643,<wb>хвалѫ
884 393,<wb>възда|ѭште
3790,<wb>бві
317,<wb>егда
71,<wb>же
1279,<wb>відѣшѧ
1362,<wb>народі
99,<wb>ѣко
331,<wb>ісъ
62,<wb>не
798,<wb>бъіс
390,<wb>тоу
122,<wb>ні
559,<wb>оученіці
135,<wb>его
56 669 30,<wb>въ|лѣз|ѫ
1680,<wb>самі
56,<wb>въ
2100 302,<wb>кораб|лѧ
39,<wb>і
955,<wb>прідѫ
56,<wb>въ
2651 61 42 55,<wb>капе|ра|оу|мъ
7865,<wb>іскѫште
566,<wb>іса
39,<wb>і
4896,<wb>обрѣтъше
39,<wb>і
162,<wb>об
366,<wb>онъ
1736,<wb>полъ
3107,<wb>морѣ
510,<wb>рѣшѧ
144,<wb>емоу
1302,<wb>оучітелю
2170,<wb>когда
2323,<wb>сѣмо
416,<wb>пріде
1353,<wb>отвѣшта
331,<wb>ісъ
39,<wb>і
141,<wb>рече
210,<wb>імъ
681,<wb>амін
681,<wb>амін
284,<wb>глѭ
260,<wb>вамъ
2711,<wb>іштете
364,<wb>мене
99,<wb>ѣко
3546,<wb>відѣсте
1767,<wb>знаменіѣ
208,<wb>нъ
99,<wb>ѣко
78 74,<wb>ѣ|лі
939,<wb>есте
2287,<wb>хлѣбъі
39,<wb>і
1845 242,<wb>насъіті|сте
70,<wb>сѧ
596 410,<wb>дѣла|іте
62,<wb>не
6882,<wb>брашно
5308 31 179 2681,<wb>гъі|б|нѫ|штее
208,<wb>нъ
6882,<wb>брашно
989 393 11,<wb>прѣбъіва|ѭште|е
56,<wb>въ
4291,<wb>жівотѣ
5059 3784 55,<wb>вѣч|нѣа|мъ
538,<wb>егоже
423,<wb>снъ
2314,<wb>члчь
260,<wb>вамъ
520,<wb>дастъ
387,<wb>сего
112,<wb>бо
749,<wb>оць
6200,<wb>знамена
443,<wb>бъ
596 410,<wb>дѣла|іте
62,<wb>не
6882,<wb>брашно
5308 31 179 2681,<wb>гъі|б|нѫ|штее
208,<wb>нъ
6882,<wb>брашно
989 393 11,<wb>прѣбъіва|ѭште|е
56,<wb>въ
4291,<wb>жівотѣ
1102 3784 14,<wb>вѣчь|нѣа|м
538,<wb>егоже
423,<wb>снъ
2314,<wb>члчь
260,<wb>вамъ
520,<wb>дастъ
387,<wb>сего
112,<wb>бо
749,<wb>оць
6200,<wb>знамена
443,<wb>бъ
510,<wb>рѣшѧ
71,<wb>же
468,<wb>кь
398,<wb>немоу
526,<wb>чьто
2579 55,<wb>сьтворі|мъ
105,<wb>да
596 389,<wb>дѣла|емъ
596,<wb>дѣла
392 17,<wb>бжі|а
1353,<wb>отвѣшта
210,<wb>імъ
107,<wb>іс
39,<wb>і
141,<wb>рече
121,<wb>се
161,<wb>естъ
1043,<wb>дѣло
1165,<wb>бжіе
105,<wb>да
4283,<wb>вѣроуете
56,<wb>въ
617,<wb>ть
538,<wb>егоже
366,<wb>онъ
3319,<wb>посьла
510,<wb>рѣшѧ
71,<wb>же
468,<wb>кь
398,<wb>немоу
1269,<wb>кое
222,<wb>оубо
288,<wb>тъі
1901,<wb>творіші
1719,<wb>знаменіе
105,<wb>да
2497,<wb>відімъ
39,<wb>і
827,<wb>вѣрѫ
7645,<wb>імемъ
356,<wb>тебѣ
526,<wb>чьто
596 608,<wb>дѣла|еші
2663,<wb>оці
1509,<wb>наші
6183,<wb>ѣсѧ
241 5410,<wb>ма|ннѫ
56,<wb>въ
1560,<wb>поустъіні
308,<wb>ѣкоже
715,<wb>есть
2141,<wb>пісано
546 31,<wb>хлѣ|б
40,<wb>с
1586,<wb>нбсе
105 23,<wb>да|с
210,<wb>імъ
1324,<wb>ѣсті
141,<wb>рече
71,<wb>же
210,<wb>імъ
331,<wb>ісъ
681,<wb>амін
681,<wb>амін
284,<wb>глѭ
260,<wb>вамъ
62,<wb>не
2560,<wb>мосі
105 23,<wb>да|с
2532,<wb>вам
546 31,<wb>хлѣ|б
40,<wb>с
1586,<wb>нбсе
484,<wb>нь
749,<wb>оць
329,<wb>моі
105 23,<wb>да|с
2532,<wb>вам
831,<wb>хлѣбъ
2624 139,<wb>істін|нъі
75,<wb>съ
1586,<wb>нбсе
8038,<wb>хлѣбь
112,<wb>бо
776,<wb>бжіі
161,<wb>естъ
2871 16,<wb>съходѧ|і
75,<wb>съ
1586,<wb>нбсе
39,<wb>і
105 509,<wb>да|ѧі
603 32,<wb>жіво|т
988 88,<wb>все|моу
1829,<wb>міроу
5065,<wb>аз
568,<wb>есмъ
831,<wb>хлѣбъ
920 401,<wb>жівотъ|нъіі
1601,<wb>грѧдъі
468,<wb>кь
2231,<wb>мънѣ
62,<wb>не
584,<wb>іматъ
853 3280 52,<wb>възь|алка|ті
70,<wb>сѧ
39,<wb>і
2322,<wb>вѣроуѧі
56,<wb>въ
226,<wb>мѧ
62,<wb>не
584,<wb>іматъ
5652 1393,<wb>въждѧ|даті
70,<wb>сѧ
1770,<wb>ніколіже
208,<wb>нъ
949,<wb>рѣхъ
260,<wb>вамъ
99,<wb>ѣко
167,<wb>ві
250 242,<wb>дѣ|сте
226,<wb>мѧ
39,<wb>і
62,<wb>не
4283,<wb>вѣроуете
988,<wb>все
295,<wb>еже
520,<wb>дастъ
195,<wb>мі
2088,<wb>оцъ
468,<wb>кь
588,<wb>мнѣ
786,<wb>прідетъ
39,<wb>і
505 151 1154,<wb>грѧ|до|штааго
150,<wb>къ
588,<wb>мнѣ
62,<wb>не
1282 179,<wb>іжде|нѫ
2420,<wb>вонъ
99,<wb>ѣко
2145 113,<wb>съні|дъ
75,<wb>съ
1586,<wb>нбсе
105,<wb>да
62,<wb>не
2486,<wb>творѭ
4672,<wb>волѧ
1239,<wb>моеѧ
208,<wb>нъ
3061,<wb>волѭ
2934,<wb>посълавъшааго
226,<wb>мѧ
121,<wb>се
71,<wb>же
161,<wb>естъ
3285,<wb>волѣ
2934,<wb>посълавъшааго
226,<wb>мѧ
633,<wb>оца
105,<wb>да
960,<wb>въсе
295,<wb>еже
105 23,<wb>да|с
195,<wb>мі
62,<wb>не
765 4082,<wb>погоу|блѭ
221,<wb>от
513,<wb>него
208,<wb>нъ
1932 434,<wb>вьскрѣ|шѫ
39,<wb>і
56,<wb>въ
3142,<wb>послѣдьніі
869,<wb>день
121,<wb>се
161,<wb>естъ
3285,<wb>волѣ
633,<wb>оца
563,<wb>моего
105,<wb>да
2531,<wb>всѣкъ
5250,<wb>відѧі
732,<wb>сна
39,<wb>і
2322,<wb>вѣроуѧі
41,<wb>в
484,<wb>нь
584,<wb>іматъ
920,<wb>жівотъ
3508,<wb>вѣчьнъі
39,<wb>і
695,<wb>азь
7561,<wb>въскрѣшѫ
39,<wb>і
56,<wb>въ
7102,<wb>послѣдьні
869,<wb>день
5315 3167,<wb>ръпъ|таахѫ
71,<wb>же
685,<wb>іюдеі
47,<wb>о
590,<wb>немь
99,<wb>ѣко
141,<wb>рече
5065,<wb>аз
568,<wb>есмъ
831,<wb>хлѣбъ
7664,<wb>съшедъі
75,<wb>съ
1586,<wb>нбсе
39,<wb>і
997,<wb>глаахѫ
62,<wb>не
190,<wb>сь
178,<wb>лі
161,<wb>естъ
331,<wb>ісъ
7575,<wb>снь
6228,<wb>іосіфовъ
991,<wb>емоуже
478,<wb>мъі
535 653,<wb>зна|ем
633,<wb>оца
39,<wb>і
51 933,<wb>м|трь
376,<wb>како
222,<wb>оубо
190,<wb>сь
4556,<wb>глтъ
99,<wb>ѣко
75,<wb>съ
1586,<wb>нбсе
2945 113,<wb>сьні|дъ
5264,<wb>отвѣштавъ
71,<wb>же
107,<wb>іс
141,<wb>рече
210,<wb>імъ
62,<wb>не
2526 433 166 54,<wb>ръ|пь|шті|те
1891,<wb>междоу
1391,<wb>собоѭ
748,<wb>ніктоже
62,<wb>не
819,<wb>можетъ
1382,<wb>пріті
468,<wb>кь
437,<wb>мьнѣ
201,<wb>аште
62,<wb>не
749,<wb>оць
67 25 66 219,<wb>по|ь|ла|въі
226,<wb>мѧ
3582 2792,<wb>прівлѣ|четъ
135,<wb>его
39,<wb>і
695,<wb>азь
7561,<wb>въскрѣшѫ
39,<wb>і
56,<wb>въ
6830 276,<wb>послѣдъ|ніі
2121,<wb>денъ
695,<wb>азь
568,<wb>есмъ
831,<wb>хлѣбъ
920 401,<wb>жівотъ|нъіі
2663,<wb>оці
1472,<wb>ваші
6183,<wb>ѣсѧ
241 5410,<wb>ма|ннѫ
56,<wb>въ
1560,<wb>поустъіні
39,<wb>і
828 2463,<wb>оумь|рѣшѧ
190,<wb>сь
161,<wb>естъ
831,<wb>хлѣбъ
2871 16,<wb>съходѧ|і
190,<wb>сь
1586,<wb>нбсе
105,<wb>да
201,<wb>аште
523,<wb>кто
221,<wb>от
513,<wb>него
3134,<wb>ѣстъ
62,<wb>не
2364,<wb>оумьретъ
695,<wb>азь
568,<wb>есмъ
831,<wb>хлѣбъ
6491,<wb>жівъіі
7664,<wb>съшедъі
190,<wb>сь
1586,<wb>нбсе
201,<wb>аште
523,<wb>кто
3439 97,<wb>сьнѣ|стъ
221,<wb>от
2282,<wb>хлѣба
387,<wb>сего
1724,<wb>жівъ
362,<wb>бѫдетъ
56,<wb>въ
1161,<wb>вѣкъі
831,<wb>хлѣбъ
112,<wb>бо
538,<wb>егоже
3361,<wb>дамъ
290,<wb>азъ
2368,<wb>пльть
556,<wb>моѣ
161,<wb>естъ
1447,<wb>ѭже
695,<wb>азь
3361,<wb>дамъ
171,<wb>за
920,<wb>жівотъ
3259,<wb>всего
975,<wb>міра
945 6577,<wb>пь|рѣахѫ
71,<wb>же
70,<wb>сѧ
685,<wb>іюдеі
1891,<wb>междоу
1391,<wb>собоѭ
1440,<wb>глште
376,<wb>како
190,<wb>сь
819,<wb>можетъ
2518,<wb>плъть
651,<wb>своѭ
1288,<wb>даті
489,<wb>намъ
1324,<wb>ѣсті
141,<wb>рече
71,<wb>же
210,<wb>імъ
331,<wb>ісъ
681,<wb>амін
681,<wb>амін
284,<wb>глѭ
260,<wb>вамъ
201,<wb>аште
62,<wb>не
3439 242,<wb>сьнѣ|сте
2444,<wb>пльті
732,<wb>сна
5709,<wb>члча
122,<wb>ні
303 661,<wb>пі|ете
2596,<wb>кръве
135,<wb>его
2030,<wb>жівота
62,<wb>не
1048,<wb>імате
56,<wb>въ
436,<wb>себѣ
3404 16,<wb>ѣдъі|і
2518,<wb>плъть
813,<wb>моѭ
39,<wb>і
7875,<wb>піѧі
2414,<wb>кръвь
813,<wb>моѭ
584,<wb>іматъ
920,<wb>жівотъ
4175,<wb>вѣчьнъіі
39,<wb>і
695,<wb>азь
7561,<wb>въскрѣшѫ
39,<wb>і
56,<wb>въ
3142,<wb>послѣдьніі
869,<wb>день
3404,<wb>ѣдъі
2518,<wb>плъть
813,<wb>моѭ
39,<wb>і
7875,<wb>піѧі
527 18,<wb>кръ|в
813,<wb>моѭ
56,<wb>въ
588,<wb>мнѣ
3244,<wb>прѣбъіваетъ
39,<wb>і
695,<wb>азь
56,<wb>въ
1107,<wb>немъ
308,<wb>ѣкоже
3319,<wb>посьла
226,<wb>мѧ
2127,<wb>жівъі
2088,<wb>оцъ
39,<wb>і
695,<wb>азь
1345,<wb>жівѫ
633,<wb>оца
368,<wb>раді
39,<wb>і
3404 16,<wb>ѣдъі|і
226,<wb>мѧ
39,<wb>і
157,<wb>тъ
1724,<wb>жівъ
362,<wb>бѫдетъ
364,<wb>мене
368,<wb>раді
190,<wb>сь
161,<wb>естъ
831,<wb>хлѣбъ
7664,<wb>съшедъі
190,<wb>сь
1586,<wb>нбсе
62,<wb>не
308,<wb>ѣкоже
6183,<wb>ѣсѧ
2663,<wb>оці
1472,<wb>ваші
241 5410,<wb>ма|ннѫ
39,<wb>і
828 2463,<wb>оумь|рѣшѧ
3404 16,<wb>ѣдъі|і
8038,<wb>хлѣбь
190,<wb>сь
1724,<wb>жівъ
362,<wb>бѫдетъ
56,<wb>въ
140 569,<wb>вѣ|кь
159,<wb>сі
141,<wb>рече
56,<wb>въ
190 1796 166,<wb>сь|нъмі|шті
1408,<wb>оучѧ
56,<wb>въ
6409 2311 181,<wb>капер|наоу|мѣ
899,<wb>мнозі
71,<wb>же
379 2515,<wb>слъіша|вше
84,<wb>отъ
4552,<wb>оученікь
135,<wb>его
510,<wb>рѣшѧ
3311 59,<wb>жесто|ко
161,<wb>естъ
442,<wb>слово
121,<wb>се
4440,<wb>кьто
819,<wb>можетъ
135,<wb>его
2571 52,<wb>слоуша|ті
2171,<wb>вѣдъі
71,<wb>же
331,<wb>ісъ
56,<wb>въ
436,<wb>себѣ
99,<wb>ѣко
5315 2562,<wb>ръпъ|штѫтъ
559,<wb>оученіці
135,<wb>его
141,<wb>рече
210,<wb>імъ
121,<wb>се
178,<wb>лі
237,<wb>въі
7586 846,<wb>блаз|нітъ
201,<wb>аште
222,<wb>оубо
1893,<wb>оузьріте
732,<wb>сна
5709,<wb>члча
2851 145,<wb>въсходѧ|шта
773,<wb>ідеже
165,<wb>бѣ
39,<wb>і
536,<wb>прѣжде
768,<wb>дхъ
161,<wb>естъ
227,<wb>іже
236 146 32,<wb>жі|ве|т
77,<wb>а
84,<wb>отъ
3595,<wb>плъті
595,<wb>нѣстъ
2614 1715,<wb>поль|зѧ
7600 48,<wb>нікоеѧ|же
2539,<wb>глъі
858,<wb>ѧже
695,<wb>азь
2161,<wb>глахъ
2532,<wb>вам
768,<wb>дхъ
419,<wb>сѫтъ
39,<wb>і
603 32,<wb>жіво|т
419,<wb>сѫтъ
208,<wb>нъ
419,<wb>сѫтъ
221,<wb>от
2668,<wb>вась
3551,<wb>етері
227,<wb>іже
62,<wb>не
3902,<wb>вѣроуѭ
2401,<wb>вѣдѣаше
112,<wb>бо
4002,<wb>ісконі
331,<wb>ісъ
523,<wb>кто
419,<wb>сѫтъ
62,<wb>не
594 533,<wb>вѣроу|ѭшті
39,<wb>і
523,<wb>кто
161,<wb>естъ
3591,<wb>хотѧі
3553,<wb>прѣдаті
39,<wb>і
892,<wb>глааше
387,<wb>сего
368,<wb>раді
949,<wb>рѣхъ
260,<wb>вамъ
99,<wb>ѣко
748,<wb>ніктоже
819,<wb>можетъ
1382,<wb>пріті
468,<wb>кь
588,<wb>мнѣ
201,<wb>аште
62,<wb>не
362,<wb>бѫдетъ
2837,<wb>дано
144,<wb>емоу
75,<wb>съ
3340,<wb>въіше
221,<wb>от
633,<wb>оца
563,<wb>моего
221,<wb>от
387,<wb>сего
899,<wb>мнозі
221,<wb>от
1092,<wb>оученікъ
135,<wb>его
674,<wb>ідѫ
3981,<wb>вьспѧть
39,<wb>і
468,<wb>кь
650,<wb>томоу
62,<wb>не
245 2046,<wb>хо|ждаахѫ
190,<wb>сь
528,<wb>німъ
141,<wb>рече
71,<wb>же
107,<wb>іс
2868,<wb>обѣма
68,<wb>на
811,<wb>десѧте
736,<wb>еда
39,<wb>і
237,<wb>въі
1568,<wb>хоштете
1344,<wb>іті
328,<wb>отъвѣшта
144,<wb>емоу
1839,<wb>сімонъ
818,<wb>петръ
300,<wb>гі
468,<wb>кь
1780,<wb>комоу
7585,<wb>ідемъ
2539,<wb>глъі
2030,<wb>жівота
1102 482,<wb>вѣчь|нааго
1287,<wb>імаші
39,<wb>і
478,<wb>мъі
1531 454,<wb>вѣрова|хомъ
39,<wb>і
1010 454,<wb>позна|хомъ
99,<wb>ѣко
288,<wb>тъі
313,<wb>есі
930,<wb>хъ
423,<wb>снъ
422,<wb>ба
5601,<wb>въішьнѣаго
1619,<wb>ідѣаше
331,<wb>ісъ
56,<wb>въ
2767,<wb>галілеѭ
62,<wb>не
1414,<wb>хотѣаше
112,<wb>бо
56,<wb>въ
7738,<wb>іюдеіхъ
3427,<wb>ходіті
99,<wb>ѣко
2446,<wb>іскаахѫ
135,<wb>его
1911,<wb>оубіті
39,<wb>і
165,<wb>бѣ
71,<wb>же
5476,<wb>блізь
4828 2586,<wb>праздъ|нікь
2458,<wb>іюдеіскъ
7826 85 243 2082 17,<wb>скі|но|пі|гі|а
510,<wb>рѣшѧ
71,<wb>же
468,<wb>кь
398,<wb>немоу
3241,<wb>братіѣ
135,<wb>его
1168 89,<wb>прѣі|ді
221,<wb>от
4893,<wb>сѫдоу
39,<wb>і
1030,<wb>іді
56,<wb>въ
6521,<wb>іюдеѭ
105,<wb>да
559,<wb>оученіці
462,<wb>твоі
2034,<wb>відѧтъ
596,<wb>дѣла
552,<wb>твоѣ
494,<wb>ѣже
1901,<wb>творіші
748,<wb>ніктоже
71,<wb>же
112,<wb>бо
56,<wb>въ
3286,<wb>таінѣ
1330,<wb>нічесоже
62,<wb>не
1057,<wb>творітъ
39,<wb>і
3238,<wb>іштетъ
645,<wb>самъ
1869,<wb>ѣвѣ
503,<wb>бъіті
201,<wb>аште
159,<wb>сі
1901,<wb>творіші
1757,<wb>аві
70,<wb>сѧ
56,<wb>въ
1135,<wb>семоу
1829,<wb>міроу
122,<wb>ні
3241,<wb>братіѣ
112,<wb>бо
135,<wb>его
1531 216,<wb>вѣрова|ахѫ
81,<wb>вь
484,<wb>нь
130,<wb>гла
210,<wb>імъ
331,<wb>ісъ
783,<wb>врѣмѧ
346,<wb>мое
62,<wb>не
73,<wb>оу
416,<wb>пріде
77,<wb>а
783,<wb>врѣмѧ
709,<wb>ваше
4870,<wb>въсегда
6408,<wb>готово
161,<wb>естъ
62,<wb>не
819,<wb>можетъ
688,<wb>міръ
1197 2968,<wb>ненаві|дѣті
2668,<wb>вась
364,<wb>мене
71,<wb>же
4297,<wb>ненавідітъ
99,<wb>ѣко
695,<wb>азь
140 703 6419,<wb>вѣ|дѣтель|ствоуѭ
47,<wb>о
62 14,<wb>не|м
99,<wb>ѣко
596,<wb>дѣла
135,<wb>его
4817,<wb>зьла
419,<wb>сѫтъ
237,<wb>въі
944 382,<wb>вьзі|дѣте
56,<wb>въ
1120 2586,<wb>праздь|нікь
190,<wb>сь
695,<wb>азь
62,<wb>не
1648 175,<wb>възі|дѫ
56,<wb>въ
1120 2586,<wb>праздь|нікь
190,<wb>сь
99,<wb>ѣко
783,<wb>врѣмѧ
346,<wb>мое
62,<wb>не
73,<wb>оу
1564,<wb>ісплъні
70,<wb>сѧ
159,<wb>сі
5337,<wb>рекь
210,<wb>імъ
405,<wb>оста
56,<wb>въ
1703,<wb>галілеі
317,<wb>егда
71,<wb>же
1648 175,<wb>възі|дѫ
3241,<wb>братіѣ
135,<wb>его
56,<wb>въ
1120 2586,<wb>праздь|нікь
916,<wb>тогда
39,<wb>і
301 14,<wb>са|м
41 320 79,<wb>в|зі|де
62,<wb>не
3401,<wb>авѣ
208,<wb>нъ
99,<wb>ѣко
878,<wb>таі
685,<wb>іюдеі
71,<wb>же
2446,<wb>іскаахѫ
135,<wb>его
56,<wb>въ
2124,<wb>праздьнікъ
39,<wb>і
997,<wb>глаахѫ
4118,<wb>кьде
161,<wb>естъ
366,<wb>онъ
39,<wb>і
1183 433 43,<wb>рь|пь|тъ
165,<wb>бѣ
4928,<wb>многь
47,<wb>о
1107,<wb>немъ
56,<wb>въ
4948,<wb>народѣ
1953,<wb>ові
997,<wb>глаахѫ
99,<wb>ѣко
239 1055,<wb>бла|гь
161,<wb>естъ
1944,<wb>іні
71,<wb>же
997,<wb>глаахѫ
122,<wb>ні
208,<wb>нъ
966 1956,<wb>ль|стітъ
2455,<wb>народъі
39,<wb>і
678 115 339,<wb>ніко|то|ръі
71,<wb>же
3401,<wb>авѣ
892,<wb>глааше
47,<wb>о
590,<wb>немь
2609,<wb>страха
368,<wb>раді
3643,<wb>іюдеіска
56,<wb>въ
2857 93 3313,<wb>прѣпо|ло|вленіе
6410,<wb>праздьніка
4540,<wb>възіде
331,<wb>ісъ
56,<wb>въ
4524,<wb>црквъ
39,<wb>і
3031,<wb>оучааше
39,<wb>і
2922,<wb>дівлѣахѫ
70,<wb>сѧ
685,<wb>іюдеі
1440,<wb>глште
376,<wb>како
190,<wb>сь
3802,<wb>кьнігъі
2442 255,<wb>оумѣ|етъ
62,<wb>не
73 229,<wb>оу|чь
70,<wb>сѧ
579,<wb>отъвѣштавъ
331,<wb>ісъ
141,<wb>рече
210,<wb>імъ
346,<wb>мое
3984,<wb>оученіе
595,<wb>нѣстъ
346,<wb>мое
208,<wb>нъ
2934,<wb>посълавъшааго
226,<wb>мѧ
201,<wb>аште
4440,<wb>кьто
1462,<wb>хоштетъ
3061,<wb>волѭ
135,<wb>его
1234,<wb>творіті
5115,<wb>разоумѣетъ
47,<wb>о
3390,<wb>оученіі
1269,<wb>кое
84,<wb>отъ
422,<wb>ба
715,<wb>есть
178,<wb>лі
695,<wb>азь
47,<wb>о
436,<wb>себѣ
284,<wb>глѭ
4204,<wb>глѧі
47,<wb>о
436,<wb>себѣ
1966,<wb>славъі
1276,<wb>своеѧ
3238,<wb>іштетъ
77,<wb>а
6326,<wb>іштѧі
1966,<wb>славъі
2934,<wb>посълавъшааго
39,<wb>і
190,<wb>сь
4924,<wb>істіненъ
715,<wb>есть
39,<wb>і
595,<wb>нѣстъ
7032,<wb>неправъдъі
81,<wb>вь
1107,<wb>немъ
62,<wb>не
2560,<wb>мосі
178,<wb>лі
520,<wb>дастъ
2532,<wb>вам
2329,<wb>закона
526,<wb>чьто
364,<wb>мене
2711,<wb>іштете
1911,<wb>оубіті
579,<wb>отъвѣштавъ
956,<wb>народъ
141,<wb>рече
3668,<wb>бѣса
178,<wb>лі
1287,<wb>імаші
4440,<wb>кьто
614,<wb>тебе
3238,<wb>іштетъ
1911,<wb>оубіті
328,<wb>отъвѣшта
331,<wb>ісъ
39,<wb>і
141,<wb>рече
210,<wb>імъ
814,<wb>едіно
1043,<wb>дѣло
3165,<wb>сътворіхъ
39,<wb>і
481,<wb>вьсі
2175 54,<wb>діві|те
70,<wb>сѧ
387,<wb>сего
368,<wb>раді
6058,<wb>мосіі
520,<wb>дастъ
260,<wb>вамъ
6936,<wb>обрѣзаніе
62,<wb>не
99,<wb>ѣко
221,<wb>от
6939,<wb>мосеа
161,<wb>естъ
208,<wb>нъ
221,<wb>от
749,<wb>оць
39,<wb>і
56,<wb>въ
2591,<wb>сѫботѫ
3992 661,<wb>обрѣза|ете
2316,<wb>члка
201,<wb>аште
6936,<wb>обрѣзаніе
1300,<wb>члкъ
1957,<wb>пріемлетъ
56,<wb>въ
2591,<wb>сѫботѫ
105,<wb>да
62,<wb>не
4859,<wb>разорітъ
70,<wb>сѧ
1384,<wb>законъ
3168 1826,<wb>мосе|овъ
68,<wb>на
226,<wb>мѧ
178,<wb>лі
1840 661,<wb>гнѣва|ете
70,<wb>сѧ
99,<wb>ѣко
4045,<wb>въсего
2316,<wb>члка
6538,<wb>съдрава
3165,<wb>сътворіхъ
56,<wb>въ
3292,<wb>сѫботъ
62,<wb>не
3362,<wb>сѫдіте
68,<wb>на
1385,<wb>ліца
208,<wb>нъ
2112 139,<wb>праведъ|нъі
1066,<wb>сѫдъ
3362,<wb>сѫдіте
997,<wb>глаахѫ
71,<wb>же
3660,<wb>етеріі
84,<wb>отъ
2480 23 4398 98,<wb>іер|с|лмѣ|нъ
62,<wb>не
190,<wb>сь
178,<wb>лі
161,<wb>естъ
538,<wb>егоже
2446,<wb>іскаахѫ
1911,<wb>оубіті
39,<wb>і
121,<wb>се
62,<wb>не
4312,<wb>обіноуѧ
70,<wb>сѧ
1561,<wb>глетъ
39,<wb>і
1330,<wb>нічесоже
144,<wb>емоу
62,<wb>не
284 32,<wb>глѭ|т
736,<wb>еда
376,<wb>како
2167,<wb>разоумѣшѧ
3931 320,<wb>кьнѧ|зі
99,<wb>ѣко
190,<wb>сь
161,<wb>естъ
930,<wb>хъ
208,<wb>нъ
387,<wb>сего
1726,<wb>вѣмъ
221,<wb>от
3794,<wb>кѫдоу
161,<wb>естъ
77,<wb>а
930,<wb>хъ
317,<wb>егда
786,<wb>прідетъ
748,<wb>ніктоже
62,<wb>не
1559,<wb>вѣстъ
221,<wb>от
3794,<wb>кѫдоу
362,<wb>бѫдетъ
1025 103,<wb>вьзь|ва
71,<wb>же
331,<wb>ісъ
56,<wb>въ
2796,<wb>цркві
1408,<wb>оучѧ
39,<wb>і
441,<wb>глѧ
39,<wb>і
364,<wb>мене
1271,<wb>вѣсте
39,<wb>і
1271,<wb>вѣсте
221,<wb>от
3794,<wb>кѫдоу
568,<wb>есмъ
39,<wb>і
47,<wb>о
436,<wb>себѣ
62,<wb>не
1743,<wb>прідъ
208,<wb>нъ
161,<wb>естъ
4924,<wb>істіненъ
456 648,<wb>посъла|въіі
226,<wb>мѧ
538,<wb>егоже
237,<wb>въі
62,<wb>не
1271,<wb>вѣсте
39,<wb>і
290,<wb>азъ
39,<wb>і
140 14,<wb>вѣ|м
99,<wb>ѣко
221,<wb>от
513,<wb>него
568,<wb>есмъ
39,<wb>і
157,<wb>тъ
226,<wb>мѧ
456,<wb>посъла
2446,<wb>іскаахѫ
71,<wb>же
2541,<wb>ѧті
39,<wb>і
39,<wb>і
748,<wb>ніктоже
62,<wb>не
1722,<wb>възложі
1655,<wb>рѫкоу
68,<wb>на
208,<wb>нъ
99,<wb>ѣко
62,<wb>не
73,<wb>оу
165,<wb>бѣ
1794 66,<wb>прішь|ла
1638,<wb>годіна
135,<wb>его
56,<wb>въ
6830 276,<wb>послѣдъ|ніі
2121,<wb>денъ
2258,<wb>велікъі
2124,<wb>праздьнікъ
3588,<wb>стоѣше
331,<wb>ісъ
39,<wb>і
720 2271,<wb>зь|вааше
441,<wb>глѧ
201,<wb>аште
523,<wb>кто
1218 5287,<wb>жѧ|ждетъ
105,<wb>да
786,<wb>прідетъ
184,<wb>ко
588,<wb>мнѣ
39,<wb>і
7114,<wb>піетъ
2322,<wb>вѣроуѧі
56,<wb>въ
226,<wb>мѧ
308,<wb>ѣкоже
3802,<wb>кьнігъі
510,<wb>рѣшѧ
2240,<wb>рѣкъі
84,<wb>отъ
3848,<wb>чрѣва
135,<wb>его
67 54 4675,<wb>по|те|кѫтъ
1402,<wb>водъі
2127,<wb>жівъі
121,<wb>се
71,<wb>же
141,<wb>рече
47,<wb>о
53 233,<wb>д|сѣ
295,<wb>еже
2772,<wb>хотѣахѫ
1625,<wb>пріѧті
39,<wb>і
594 2527,<wb>вѣроу|ѭштіі
56,<wb>въ
484,<wb>нь
62,<wb>не
73,<wb>оу
112,<wb>бо
165,<wb>бѣ
768,<wb>дхъ
490,<wb>стъі
6955,<wb>данъ
99,<wb>ѣко
78,<wb>ѣ
331,<wb>ісъ
62,<wb>не
73,<wb>оу
165,<wb>бѣ
1038 5950,<wb>просла|вленъ
899,<wb>мнозі
71,<wb>же
221,<wb>от
956,<wb>народъ
1434,<wb>слъішавъше
1020,<wb>словеса
159,<wb>сі
997,<wb>глаахѫ
190,<wb>сь
161,<wb>естъ
56,<wb>въ
843,<wb>істінѫ
4644,<wb>прркъ
2182,<wb>дроузіі
71,<wb>же
997,<wb>глаахѫ
190,<wb>сь
161,<wb>естъ
930,<wb>хъ
1953,<wb>ові
71,<wb>же
997,<wb>глаахѫ
736,<wb>еда
84,<wb>отъ
3050,<wb>галілеѧ
930,<wb>хъ
786,<wb>прідетъ
62,<wb>не
3802,<wb>кьнігъі
178,<wb>лі
510,<wb>рѣшѧ
99,<wb>ѣко
221,<wb>от
3841,<wb>сѣмене
53 7369,<wb>д|два
39,<wb>і
84,<wb>отъ
167 32 132 4829 384,<wb>ві|т|ле|омь|ска
926,<wb>града
786,<wb>прідетъ
930,<wb>хъ
